1d,7d
39238.8787,38715.7961
36945.5855,37537.5703
37194.501,37156.3838
38196.2687,37118.6975
36844.4867,35831.0308
36914.9471,36343.9337
37115.9742,36247.3051
37211.366,36738.1086
37490.708,36759.8901
38053.1625,37439.3929
39501.6634,38968.7458
41341.8006,40762.8766
43578.1505,40785.518
45632.9278,39859.9095
45386.5565,39623.6475
45257.2739,40677.3854
44091.7587,40167.2957
43816.0351,39448.5472
45941.4362,40294.9992
45799.7052,40012.5829
44715.5861,37722.203
42783.7605,36441.1631
42387.8016,36428.5204
40597.7209,37218.0481
38368.0351,36933.2934
37632.6835,35305.7414
37110.8047,35893.447
36686.8748,36871.1584
35769.2774,36382.2495
36007.4234,35457.3655
36182.7646,36289.9352
36533.7113,36421.6737
36666.2792,36712.9405
37672.5771,37256.7959
38988.6773,38139.271
40778.6326,39690.6428
40288.0504,39587.3862
39026.5375,38993.6499
39786.2544,38403.6329
40196.4419,38727.1751
40372.9814,38246.3814
39309.5388,38202.1034
39576.593,39196.944
39243.344,38885.5092
38206.8209,37925.2078
38104.4392,36204.5167
37365.4734,36838.3532
37063.4814,37568.1438
36380.276,37596.878
35067.8328,36199.4686
35490.4489,37052.7162
36057.4534,37502.8338
35964.8669,36211.6917
34560.6391,36328.4254
35255.5024,36485.1393
35590.1453,36919.2837
35906.1143,37176.4116
36634.9907,37584.4226
37402.6946,39279.1324
39051.9004,41371.3484
38442.9596,43977.5096
38532.217,45979.4709
38301.9835,45231.3094
38620.9813,45455.1118
39182.5476,44445.1518
39989.0773,45261.6202
40403.5079,45665.0836
39536.9294,45768.8919
38648.9156,44579.4058
38153.2615,42742.1787
37277.2438,42418.8165
37994.0681,40070.0872
38005.0598,38034.847
37021.6588,37468.212
36915.7911,37109.4191
36943.6875,37101.3932
35957.8742,35941.9719
36001.7176,36184.9338
36281.8485,36435.9996
36747.7357,36606.7867
36680.9766,37077.2758
37257.2415,37506.6268
39294.7512,39248.3875
41047.8598,41264.5231
43224.9362,43571.672
45394.3418,45787.7507
44861.297,45609.549
45130.7475,46170.8615
44400.6893,45513.0307
44595.2827,45190.4419
46295.2258,45444.5113
45740.3565,46642.5237
44782.8766,44590.0367
42972.7838,42606.0358
42631.9191,42105.8455
40845.0088,39645.9454
37953.746,38191.6548
37109.3958,37266.5059
37088.4143,37447.8306
36706.4228,37673.178
36356.3631,36332.337
36919.0616,36707.1402
36937.6471,37052.4806
37123.5589,37024.5019
37213.7873,37400.4978
37888.6213,37873.3902
39206.2027,39182.8232
40907.9436,41094.1074
43476.5776,42926.7202
44848.2706,45389.2453
44921.9136,44808.1393
45509.9472,44819.571
44768.3725,43591.557
44810.7824,44372.145
45599.679,45687.5404
45574.3484,43999.7279
43977.6174,43510.4172
42663.3915,42468.1919
42002.6389,41158.0208
39038.8392,39571.1007
38238.6459,38343.1455
37066.1946,36634.5175
36799.0806,36986.5761
36754.1329,36964.0585
35934.4905,35952.563
36215.6334,35841.7969
36385.1803,36250.5481
36635.7945,36799.4285
36819.6598,36969.5455
37357.2347,37520.6286
39141.1634,38871.9114
40648.8866,40997.0314
43754.936,43096.7959
45903.8047,44138.3306
46311.5955,44055.3255
45156.6192,44267.5092
45062.7772,43711.9818
45415.9066,43532.4524
46269.4821,44928.0513
45179.8479,46420.7039
44382.7944,44778.2926
43171.4234,43123.5937
42213.1098,42308.5472
39290.4114,40467.5982
38306.1658,39238.8787
37430.4503,36945.5855
37094.2668,37194.501
36736.3363,38196.2687
36549.2828,36844.4867
36834.3041,36914.9471
37080.4532,37115.9742
37066.7842,37211.366
37380.748,37490.708
38080.1059,38053.1625
39901.3448,39501.6634
41855.4426,41341.8006
43077.7962,43578.1505
45429.0246,45632.9278
45431.0518,45386.5565
46385.9594,45257.2739
46018.7051,44091.7587
46340.5146,43816.0351
46773.2752,45941.4362
47722.455,45799.7052
46464.5188,44715.5861
44661.4517,42783.7605
43177.7746,42387.8016
40727.4022,40597.7209
38755.8625,38368.0351
37616.8805,37632.6835
36731.1758,37110.8047
37430.9132,36686.8748
36198.1283,35769.2774
36283.8274,36007.4234
36569.1555,36182.7646
36896.1077,36533.7113
37021.7988,36666.2792
37782.1611,37672.5771
39607.0956,38988.6773
41368.6715,40778.6326
42911.0919,40288.0504
45356.1194,39026.5375
44935.8927,39786.2544
45094.7829,40196.4419
44403.5678,40372.9814
44779.9367,39309.5388
45416.9248,39576.593
45620.5703,39243.344
45029.0357,38206.8209
42518.2354,38104.4392
41642.7799,37365.4734
40380.5383,37063.4814
38087.6383,36380.276
37160.5464,35067.8328
36629.4705,35490.4489
36094.3653,36057.4534
35476.6486,35964.8669
35844.5965,34560.6391
36012.5979,35255.5024
36391.4293,35590.1453
36658.8735,35906.1143
37131.0856,36634.9907
38688.3583,37402.6946
40326.8413,39051.9004
40239.3009,38442.9596
39599.4495,38532.217
39915.8907,38301.9835
40658.8176,38620.9813
40192.8794,39182.5476
39922.5392,39989.0773
40644.8667,40403.5079
39821.0009,39536.9294
38413.6672,38648.9156
36909.8769,38153.2615
37334.657,37277.2438
36869.0836,37994.0681
37085.7778,38005.0598
35544.0257,37021.6588
35298.7368,36915.7911
36329.8838,36943.6875
35960.6235,35957.8742
34893.1216,36001.7176
35355.0688,36281.8485
35450.3981,36747.7357
35631.5234,36680.9766
36250.0468,37257.2415
37522.9432,39294.7512
39097.6138,41047.8598
38725.1718,43224.9362
38758.0366,45394.3418
37932.4006,44861.297
38498.9669,45130.7475
38675.7888,44400.6893
39370.0308,44595.2827
40334.9651,46295.2258
39587.1039,45740.3565
38087.6197,44782.8766
36392.7085,42972.7838
36605.7455,42631.9191
37409.764,40845.0088
36808.5621,37953.746
35748.4514,37109.3958
36375.4614,37088.4143
36998.411,36706.4228
36009.553,36356.3631
36062.9235,36919.0616
36256.0497,36937.6471
36548.4768,37123.5589
36815.5635,37213.7873
37595.2953,37888.6213
39154.5107,39206.2027
41498.9066,40907.9436
44044.5511,43476.5776
46342.8539,44848.2706
46088.7323,44921.9136
45767.7847,45509.9472
44747.5113,44768.3725
45027.1627,44810.7824
46355.8927,45599.679
46102.9055,45574.3484
45501.139,43977.6174
43973.875,42663.3915
42462.7102,42002.6389
40017.7373,39038.8392
38452.7154,38238.6459
36893.3849,37066.1946
37269.4877,36799.0806
37015.1928,36754.1329
36373.5369,35934.4905
36643.897,36215.6334
36828.111,36385.1803
37192.6518,36635.7945
37193.4952,36819.6598
37989.1395,37357.2347
39657.1557,39141.1634
41714.9489,40648.8866
43956.5406,43754.936
45736.5312,45903.8047
46088.9144,46311.5955
45675.8311,45156.6192
45714.893,45062.7772
45657.8949,45415.9066
47768.6256,46269.4821
47516.2049,45179.8479
45956.5364,44382.7944
44188.9236,43171.4234
43513.923,42213.1098
40554.3076,39290.4114
38424.4087,38306.1658
37084.6929,37430.4503
36559.5236,37094.2668
36995.4302,36736.3363
35903.4976,36549.2828
36067.1442,36834.3041
37290.1338,37080.4532
37460.9172,37066.7842
37574.2156,37380.748
38433.3931,38080.1059
40158.0522,39901.3448
42325.3588,41855.4426
44789.3932,43077.7962
46485.8892,45429.0246
46787.294,45431.0518
46242.6276,46385.9594
45930.769,46018.7051
46329.1402,46340.5146
47792.6071,46773.2752
47410.7842,47722.455
45950.2901,46464.5188
43415.2111,44661.4517
42487.3101,43177.7746
40032.2248,40727.4022
39245.2833,38755.8625
38199.4967,37616.8805
37232.0976,36731.1758
36859.3973,37430.9132
36376.2698,36198.1283
36327.3149,36283.8274
36390.6015,36569.1555
36667.731,36896.1077
36707.1731,37021.7988
37594.431,37782.1611
38965.8199,39607.0956
41069.1702,41368.6715
43563.649,42911.0919
45357.12,45356.1194
44917.8294,44935.8927
45463.6637,45094.7829
45275.4891,44403.5678
45881.0915,44779.9367
46548.9153,45416.9248
47069.3399,45620.5703
45068.2594,45029.0357
43069.0868,42518.2354
42411.7878,41642.7799
39621.8695,40380.5383
37848.2588,38087.6383
36848.0891,37160.5464
37030.2386,36629.4705
36860.44,36094.3653
36404.494,35476.6486
36633.1576,35844.5965
36877.3882,36012.5979
37463.3482,36391.4293
37418.1678,36658.8735
38415.9056,37131.0856
39663.1611,38688.3583
41725.4822,40326.8413
43465.4153,40239.3009
45509.2624,39599.4495
45139.7197,39915.8907
44815.2886,40658.8176
44669.6675,40192.8794
44502.9319,39922.5392
46457.1768,40644.8667
46313.0866,39821.0009
44688.4131,38413.6672
42815.7169,36909.8769
41976.8807,37334.657
39653.6358,36869.0836
38642.0579,37085.7778
36712.1666,35544.0257
36451.8458,35298.7368
36320.0284,36329.8838
35199.1065,35960.6235
35546.0172,34893.1216
35913.562,35355.0688
36016.6989,35450.3981
36244.757,35631.5234
36946.9553,36250.0468
38355.0206,37522.9432
40485.8957,39097.6138
39852.0202,38725.1718
38750.3645,38758.0366
39063.8069,37932.4006
39943.1817,38498.9669
40587.283,38675.7888
40048.7879,39370.0308
40652.217,40334.9651
40205.6938,39587.1039
39227.5661,38087.6197
38557.5324,36392.7085
37717.5134,36605.7455
37406.3525,37409.764
36888.4606,36808.5621
35174.5503,35748.4514
35446.085,36375.4614
36242.8668,36998.411
36355.593,36009.553
35142.9803,36062.9235
35506.1549,36256.0497
35881.2062,36548.4768
36119.5496,36815.5635
36897.3969,37595.2953
38144.6542,39154.5107
39373.7782,41498.9066
38790.6386,44044.5511
38067.4004,46342.8539
38447.8342,46088.7323
39024.4783,45767.7847
38425.3481,44747.5113
38647.9973,45027.1627
39431.3092,46355.8927
39546.5761,46102.9055
37785.6238,45501.139
35866.5455,43973.875
37074.9064,42462.7102
37663.9496,40017.7373
36434.1806,38452.7154
35658.1599,36893.3849
36108.8509,37269.4877
36567.6063,37015.1928
35884.9427,36373.5369
35824.6307,36643.897
36191.8769,36828.111
36501.7972999999,37192.6518
36686.9029,37193.4952
37319.11,37989.1395
39131.1440999999,39657.1557
41443.3959,41714.9489
43454.1871,43956.5406
46163.7413,45736.5312
47537.7349,46088.9144
46215.6803999999,45675.8311
44681.4334,45714.893
44971.5386,45657.8949
46289.2552,47768.6256
45469.1155,47516.2049
44760.7805,45956.5364
42878.0541999999,44188.9236
42799.1384,43513.923
40160.8986,40554.3076
37622.1835999999,38424.4087
36746.4521,37084.6929
36369.2231,36559.5236
36402.0158,36995.4302
35838.1834999999,35903.4976
36166.8764999999,36067.1442
38541.9660999999,37290.1338
38714.7272,37460.9172
39019.0271999999,37574.2156
39474.7967999999,38433.3931
40968.5887,40158.0522
42435.7376,42325.3588
44685.1604,44789.3932
45819.0869,46485.8892
48151.9233,46787.294
47821.2474,46242.6276
45656.2292999999,45930.769
45798.5343999999,46329.1402
47295.7552999999,47792.6071
47665.8937999999,47410.7842
46279.7220999999,45950.2901
44195.4806,43415.2111
42139.8473,42487.3101
39731.1224999999,40032.2248
37278.4991999999,39245.2833
36554.8427,38199.4967
37062.7614,37232.0976
36538.1558999999,36859.3973
35588.3744999999,36376.2698
35808.9913,36327.3149
36504.4348,36390.6015
36881.5498999999,36667.731
37157.0786,36707.1731
38088.5555,37594.431
40549.6272,38965.8199
43289.5777,41069.1702
45637.6364,43563.649
47766.6443999999,45357.12
49370.1526,44917.8294
49898.4276,45463.6637
45837.3251,45275.4891
45977.0734,45881.0915
46640.4251999999,46548.9153
46244.3994,47069.3399
45304.1532,45068.2594
43799.1399,43069.0868
42822.0173999999,42411.7878
40909.2862,39621.8695
37403.8626,37848.2588
36914.9633,36848.0891
35785.5759,37030.2386
36400.2918999999,36860.44
35712.0876999999,36404.494
35754.2064,36633.1576
35997.1858999999,36877.3882
36348.5599,37463.3482
36478.5437999999,37418.1678
37087.6414999999,38415.9056
38689.0446,39663.1611
40540.7483999999,41725.4822
43085.6333,43465.4153
44816.4447999999,45509.2624
45989.7108999999,45139.7197
45992.2905,44815.2886
44644.5688,44669.6675
44711.7339999999,44502.9319
46167.4550999999,46457.1768
46319.9398,46313.0866
45216.4832,44688.4131
43644.2419,42815.7169
42696.3586,41976.8807
39932.4735,39653.6358
38253.8084,38642.0579
36056.9755999999,36712.1666
35863.7344999999,36451.8458
36670.5492,36320.0284
35941.5933999999,35199.1065
35921.7986,35546.0172
36287.5621,35913.562
36632.9046,36016.6989
36786.5884,36244.757
37566.1978,36946.9553
39285.9804,38355.0206
41180.0386,40485.8957
42849.226,39852.0202
43820.8029,38750.3645
45374.3997,39063.8069
45168.0743999999,39943.1817
44017.1961,40587.283
45100.6737999999,40048.7879
47898.6385999999,40652.217
48646.7212,40205.6938
47655.6169,39227.5661
44151.9732,38557.5324
44404.2001999999,37717.5134
42567.15,37406.3525
38212.9498,36888.4606
35759.2719999999,35174.5503
36299.3651,35446.085
37105.4893,36242.8668
35465.1958,36355.593
35565.8583,35142.9803
35825.2997,35506.1549
36299.5657999999,35881.2062
36574.3269999999,36119.5496
37441.4996,36897.3969
38727.3825,38144.6542
40535.7428,39373.7782
40498.5095999999,38790.6386
38667.6402,38067.4004
40244.2203999999,38447.8342
39998.2972,39024.4783
39530.8614999999,38425.3481
39128.3009999999,38647.9973
39160.4593,39431.3092
39430.0556999999,39546.5761
37481.8234,37785.6238
36126.2902,35866.5455
36045.9538,37074.9064
36267.1065999999,37663.9496
35991.1806999999,36434.1806
35005.2833,35658.1599
34271.3923,36108.8509
35166.326,36567.6063
35843.7456999999,35884.9427
34515.3128999999,35824.6307
37070.2560999999,36191.8769
37817.5846,36501.7972999999
37964.2869999999,36686.9029
38641.9792,37319.11
39687.9354,39131.1440999999
40814.5374,41443.3959
40395.7747,43454.1871
39257.6537,46163.7413
39586.2189999999,47537.7349
38423.8456999999,46215.6803999999
37483.4827,44681.4334
37378.8551,44971.5386
38290.0193999999,46289.2552
38451.5691,45469.1155
36903.533,44760.7805
35248.2382,42878.0541999999
35993.6322,42799.1384
37865.3632,40160.8986
37634.2986999999,37622.1835999999
36112.3298999999,36746.4521
35807.7941999999,36369.2231
37255.6333999999,36402.0158
35636.7565,35838.1834999999
35811.1970999999,36166.8764999999
37056.8110999999,38541.9660999999
37217.9015999999,38714.7272
37366.6814,39019.0271999999
38063.2577999999,39474.7967999999
39762.0608999999,40968.5887
42411.4602999999,42435.7376
44067.1419,44685.1604
46404.7623,45819.0869
45979.5965,48151.9233
46388.1197,47821.2474
45767.6272,45656.2292999999
45579.7742,45798.5343999999
46095.296,47295.7552999999
46788.4291,47665.8937999999
44646.2834,46279.7220999999
42443.4152,44195.4806
41438.8531999999,42139.8473
39975.6063999999,39731.1224999999
37559.5062,37278.4991999999
36270.5023,36554.8427
36405.3349,37062.7614
36714.5987,36538.1558999999
35878.7592999999,35588.3744999999
36127.082,35808.9913
36306.4850999999,36504.4348
36579.9113,36881.5498999999
36793.8004999999,37157.0786
37617.5947999999,38088.5555
39292.1777999999,40549.6272
41248.4550999999,43289.5777
43642.6647,45637.6364
44909.9014,47766.6443999999
46235.0337999999,49370.1526
45579.5435999999,49898.4276
44641.5011999999,45837.3251
45007.3084,45977.0734
46630.1515,46640.4251999999
46762.7606,46244.3994
44722.0132999999,45304.1532
43958.3363,43799.1399
41980.0173,42822.0173999999
39684.2375,40909.2862
37998.5221999999,37403.8626
37020.4945999999,36914.9633
36042.2044,35785.5759
35577.2912999999,36400.2918999999
35828.6866,35712.0876999999
36236.9121,35754.2064
36469.2837999999,35997.1858999999
36671.652,36348.5599
37087.0809999999,36478.5437999999
37745.1189999999,37087.6414999999
40268.7871999999,38689.0446
42345.5581999999,40540.7483999999
44398.3683999999,43085.6333
47060.5256999999,44816.4447999999
48219.8554,45989.7108999999
48807.0216999999,45992.2905
47635.7797999999,44644.5688
46795.7491,44711.7339999999
48090.0069,46167.4550999999
47904.9816999999,46319.9398
46513.0976999999,45216.4832
43755.8476,43644.2419
43648.7827,42696.3586
41180.7350999999,39932.4735
38471.644,38253.8084
36484.8687999999,36056.9755999999
36303.6869,35863.7344999999
36714.1650999999,36670.5492
35661.2107,35941.5933999999
35736.9905999999,35921.7986
35906.6914,36287.5621
36244.5700999999,36632.9046
36468.4892,36786.5884
37144.2733,37566.1978
38963.0124999999,39285.9804
40894.2995999999,41180.0386
42914.5517,42849.226
45232.4236,43820.8029
45479.6175,45374.3997
45188.1699999999,45168.0743999999
43741.6992,44017.1961
44654.1016,45100.6737999999
45757.2142,47898.6385999999
46807.5579,48646.7212
45117.932,47655.6169
43628.7258999999,44151.9732
43154.1604999999,44404.2001999999
40883.4942999999,42567.15
38057.8079999999,38212.9498
36467.3511999999,35759.2719999999
35968.6961999999,36299.3651
36072.7372,37105.4893
35723.1612,35465.1958
36112.7719,35565.8583
36310.017,35825.2997
36529.7050999999,36299.5657999999
36788.2243999999,36574.3269999999
37614.0852999999,37441.4996
39106.3032,38727.3825
40924.3545,40535.7428
42288.9357,40498.5095999999
43375.7618,38667.6402
44709.428,40244.2203999999
44387.2641999999,39998.2972
43281.7229,39530.8614999999
43604.1935,39128.3009999999
44762.3772,39160.4593
44083.7295,39430.0556999999
42388.9925999999,37481.8234
41396.1708,36126.2902
40677.3968,36045.9538
39627.0019,36267.1065999999
37042.3165999999,35991.1806999999
35886.2244999999,35005.2833
36043.826,34271.3923
36231.1584,35166.326
34842.3542,35843.7456999999
35136.6509999999,34515.3128999999
35501.307,37070.2560999999
36032.6687999999,37817.5846
35943.1880999999,37964.2869999999
36659.2176,38641.9792
38239.9922999999,39687.9354
40232.9349,40814.5374
39582.5296999999,40395.7747
38596.1610999999,39257.6537
40206.6036,39586.2189999999
38932.82,38423.8456999999
38350.8277,37483.4827
37862.1955999999,37378.8551
38019.0795999999,38290.0193999999
37894.9787999999,38451.5691
36490.1907999999,36903.533
35593.1397,35248.2382
36469.8721,35993.6322
36659.3746,37865.3632
34972.4844999999,37634.2986999999
34144.7097999999,36112.3298999999
34181.3234999999,35807.7941999999
35394.1667,37255.6333999999
35655.5186,35636.7565
34320.1203,35811.1970999999
34548.6492,37056.8110999999
35281.9645,37217.9015999999
35348.796,37366.6814
35892.6584,38063.2577999999
37168.3383,39762.0608999999
38357.8216,42411.4602999999
37892.7122999999,44067.1419
36983.7799,46404.7623
38667.0058999999,45979.5965
38105.6999,46388.1197
37558.6342999999,45767.6272
37974.5668,45579.7742
38724.1466,46095.296
38562.1555,46788.4291
37579.0086999999,44646.2834
36644.6570999999,42443.4152
37488.7445999999,41438.8531999999
37573.0916999999,39975.6063999999
36748.9976,37559.5062
35553.5599999999,36270.5023
35979.8047999999,36405.3349
37038.9195,36714.5987
35393.4892,35878.7592999999
35598.0270999999,36127.082
35938.3914999999,36306.4850999999
36198.0700999999,36579.9113
36452.5078999999,36793.8004999999
37046.1025999999,37617.5947999999
38791.8784,39292.1777999999
40536.2675,41248.4550999999
42146.1552999999,43642.6647
45598.2984,44909.9014
46317.2598999999,46235.0337999999
45606.7571,45579.5435999999
45387.5993,44641.5011999999
45099.8899999999,45007.3084
45730.6391999999,46630.1515
45657.4214999999,46762.7606
44996.0389,44722.0132999999
42989.248,43958.3363
42219.6891,41980.0173
39914.3278999999,39684.2375
37778.3779999999,37998.5221999999
35950.2451999999,37020.4945999999
35869.4138,36042.2044
36694.2572,35577.2912999999
35892.1308999999,35828.6866
36197.5616,36236.9121
37127.3643,36469.2837999999
37557.311,36671.652
37932.4078999999,37087.0809999999
38584.5474,37745.1189999999
40550.9458999999,40268.7871999999
42287.8513,42345.5581999999
44463.7626,44398.3683999999
45201.1051,47060.5256999999
46638.8075,48219.8554
46141.5766999999,48807.0216999999
45012.3864,47635.7797999999
45069.2626,46795.7491
46476.4604,48090.0069
46633.4525999999,47904.9816999999
44684.4705,46513.0976999999
42891.8314,43755.8476
42207.3092,43648.7827
39961.8513,41180.7350999999
37685.3246,38471.644
36695.4864999999,36484.8687999999
36728.2545,36303.6869
36531.5665999999,36714.1650999999
35535.3485999999,35661.2107
35897.0271999999,35736.9905999999
36187.0688999999,35906.6914
36744.0711,36244.5700999999
37051.4859,36468.4892
37847.182,37144.2733
39499.2491,38963.0124999999
41689.4663,40894.2995999999
44066.9781,42914.5517
46314.4683999999,45232.4236
47581.1405999999,45479.6175
47066.7932999999,45188.1699999999
46063.5509999999,43741.6992
46291.9761999999,44654.1016
46620.7873,45757.2142
46074.6976999999,46807.5579
44195.3373999999,45117.932
42898.8436999999,43628.7258999999
42166.9172,43154.1604999999
40332.0507,40883.4942999999
37554.8066,38057.8079999999
36712.1941999999,36467.3511999999
36331.773,35968.6961999999
36790.8416999999,36072.7372
35913.3755,35723.1612
35998.9001999999,36112.7719
37318.4712999999,36310.017
38078.7882,36529.7050999999
38140.4585,36788.2243999999
38717.9611999999,37614.0852999999
40176.7231,39106.3032
41719.2794999999,40924.3545
43195.7162,42288.9357
45097.2540999999,43375.7618
46081.0066,44709.428
46345.3568999999,44387.2641999999
44655.3266,43281.7229
45010.6676,43604.1935
46595.057,44762.3772
47419.739,44083.7295
45971.7153,42388.9925999999
44881.8335,41396.1708
43669.9476,40677.3968
40979.5086,39627.0019
39069.394,37042.3165999999
36586.2673999999,35886.2244999999
36180.5717,36043.826
36797.2583,36231.1584
35422.2171999999,34842.3542
35570.5057,35136.6509999999
39397.523,35501.307
39489.2136,36032.6687999999
39564.1236999999,35943.1880999999
40255.2978,36659.2176
41787.2851,38239.9922999999
43098.6031,40232.9349
44474.2732,39582.5296999999
46517.2254,38596.1610999999
46579.8856,40206.6036
46488.144,38932.82
45300.9415,38350.8277
45303.6428999999,37862.1955999999
46666.4668,38019.0795999999
46875.6256999999,37894.9787999999
44822.7462999999,36490.1907999999
42663.5861,35593.1397
42007.7347999999,36469.8721
40370.535,36659.3746
37203.7851999999,34972.4844999999
36376.0406,34144.7097999999
35467.118,34181.3234999999
36867.9833999999,35394.1667
35244.6394999999,35655.5186
35369.1817,34320.1203
35617.0570999999,34548.6492
36015.1797,35281.9645
36325.0918,35348.796
37228.9069999999,35892.6584
38863.4084999999,37168.3383
40715.2817999999,38357.8216
40155.4751,37892.7122999999
39251.4824,36983.7799
40308.3801,38667.0058999999
40125.1558,38105.6999
38803.2552999999,37558.6342999999
38289.8876,37974.5668
39398.4309999999,38724.1466
38060.8960999999,38562.1555
36081.62,37579.0086999999
35353.5893,36644.6570999999
36065.4576999999,37488.7445999999
36845.8473999999,37573.0916999999
36270.8980999999,36748.9976
35033.5106999999,35553.5599999999
35146.8087,35979.8047999999
35306.8614999999,37038.9195
35195.9748,35393.4892
34313.5406999999,35598.0270999999
34710.2111999999,35938.3914999999
34955.9653,36198.0700999999
35258.8672,36452.5078999999
36283.2105999999,37046.1025999999
37304.9902999999,38791.8784
38423.4597999999,40536.2675
37898.8864,42146.1552999999
37400.6437999999,45598.2984
38686.4492,46317.2598999999
37779.4464999999,45606.7571
37474.1423999999,45387.5993
37856.0664,45099.8899999999
37668.2208,45730.6391999999
38313.1734999999,45657.4214999999
36656.3200999999,44996.0389
35436.7922,42989.248
36364.1753,42219.6891
37436.1662999999,39914.3278999999
35988.7742,37778.3779999999
35538.0719,35950.2451999999
35689.6417999999,35869.4138
36249.9069,36694.2572
35319.3842,35892.1308999999
35353.8966,36197.5616
35684.0158,37127.3643
36106.1310999999,37557.311
36184.8318999999,37932.4078999999
36827.1016999999,38584.5474
38553.9351,40550.9458999999
40911.5884,42287.8513
42242.1457,44463.7626
44665.6230999999,45201.1051
46337.6705999999,46638.8075
46132.0572,46141.5766999999
45367.5207999999,45012.3864
44720.1857999999,45069.2626
45617.7961,46476.4604
45751.8450999999,46633.4525999999
44241.5699,44684.4705
43344.9725,42891.8314
41716.7061,42207.3092
39928.4887,39961.8513
37274.1284999999,37685.3246
36389.9522,36695.4864999999
36094.8821,36728.2545
36500.3525999999,36531.5665999999
35087.0631999999,35535.3485999999
35562.4582999999,35897.0271999999
35647.2022,36187.0688999999
35887.0613999999,36744.0711
36119.1725,37051.4859
36638.3003,37847.182
38530.8836999999,39499.2491
40396.0146,41689.4663
42569.5590999999,44066.9781
44015.6512,46314.4683999999
46210.3753,47581.1405999999
46784.7725999999,47066.7932999999
45580.4980999999,46063.5509999999
44588.2246999999,46291.9761999999
45846.6034999999,46620.7873
45269.7606,46074.6976999999
43973.5893999999,44195.3373999999
42846.3899999999,42898.8436999999
41486.1120999999,42166.9172
40118.3571999999,40332.0507
37797.1100999999,37554.8066
37174.836,36712.1941999999
36146.0245,36331.773
36472.9113999999,36790.8416999999
35793.0533999999,35913.3755
35963.5570999999,35998.9001999999
36217.7643,37318.4712999999
36550.3018,38078.7882
36730.1535999999,38140.4585
37404.8625,38717.9611999999
38886.2298999999,40176.7231
41207.3246,41719.2794999999
43790.2827,43195.7162
45926.4123,45097.2540999999
47651.5311,46081.0066
47458.5653999999,46345.3568999999
46615.1785999999,44655.3266
45721.0763,45010.6676
45814.4513,46595.057
45150.7048,47419.739
43614.7001999999,45971.7153
42769.3766,44881.8335
42324.8612999999,43669.9476
40312.0417,40979.5086
37700.6866999999,39069.394
35877.2825999999,36586.2673999999
35891.9605999999,36180.5717
36266.8557999999,36797.2583
35277.1296,35422.2171999999
35467.3174999999,35570.5057
35578.7695,39397.523
35985.3133,39489.2136
36096.6979999999,39564.1236999999
36933.9625999999,40255.2978
38595.9392,41787.2851
40576.3666,43098.6031
42623.7304999999,44474.2732
44376.6210999999,46517.2254
44444.3010999999,46579.8856
43960.5075999999,46488.144
44138.8723,45300.9415
44244.3545,45303.6428999999
45932.1670999999,46666.4668
44852.11,46875.6256999999
45026.6595999999,44822.7462999999
43192.9507,42663.5861
42350.5233999999,42007.7347999999
40067.2145,40370.535
38264.5426,37203.7851999999
36030.7831999999,36376.0406
36620.0184999999,35467.118
36359.6587999999,36867.9833999999
35130.9764,35244.6394999999
35362.4971999999,35369.1817
35703.8635999999,35617.0570999999
35919.7169999999,36015.1797
36377.9683999999,36325.0918
37168.2624999999,37228.9069999999
38833.7134,38863.4084999999
40605.5342999999,40715.2817999999
42372.8897999999,40155.4751
43494.4910999999,39251.4824
44455.6243,40308.3801
44861.3075,40125.1558
44154.0311999999,38803.2552999999
43707.8717,38289.8876
44233.8841,39398.4309999999
45187.7071999999,38060.8960999999
44215.5368999999,36081.62
42015.8004999999,35353.5893
41378.8194,36065.4576999999
40265.6275,36845.8473999999
36727.0141,36270.8980999999
36221.0889,35033.5106999999
35882.9582999999,35146.8087
36293.3660999999,35306.8614999999
34981.4653,35195.9748
35118.9853999999,34313.5406999999
35241.0642999999,34710.2111999999
35780.444,34955.9653
36067.7414999999,35258.8672
36713.1091,36283.2105999999
38188.9326,37304.9902999999
40075.5147999999,38423.4597999999
39848.4751,37898.8864
38596.8179999999,37400.6437999999
39323.6446,38686.4492
39167.4806,37779.4464999999
38586.8392,37474.1423999999
37356.4706999999,37856.0664
38160.1284999999,37668.2208
37492.6181999999,38313.1734999999
36545.2405,36656.3200999999
35717.0399,35436.7922
35514.5221,36364.1753
35823.8960999999,37436.1662999999
35339.387,35988.7742
34361.4988999999,35538.0719
34152.942,35689.6417999999
34647.3113,36249.9069
34171.3966,35319.3842
33053.8689999999,35353.8966
33770.9980999999,35684.0158
34211.1857999999,36106.1310999999
34285.341,36184.8318999999
34929.5524,36827.1016999999
36231.4954,38553.9351
37492.834,40911.5884
37245.2609,42242.1457
36987.2401,44665.6230999999
37302.8027,46337.6705999999
36895.4302,46132.0572
35966.737,45367.5207999999
36475.5374,44720.1857999999
37783.4031,45617.7961
37202.5179999999,45751.8450999999
35538.2532999999,44241.5699
34770.9997,43344.9725
35999.6926,41716.7061
36095.3199,39928.4887
35080.0933999999,37274.1284999999
34111.9769,36389.9522
34291.7698999999,36094.8821
35389.5418999999,36500.3525999999
34660.6756,35087.0631999999
34328.6276999999,35562.4582999999
34653.0811,35647.2022
34992.6402999999,35887.0613999999
35121.9026,36119.1725
35757.4309999999,36638.3003
37873.9721999999,38530.8836999999
40311.747,40396.0146
