,기준일ID,시간대구분,총생활인구수,남자0세부터9세생활인구수,남자10세부터14세생활인구수,남자15세부터19세생활인구수,남자20세부터24세생활인구수,남자25세부터29세생활인구수,남자30세부터34세생활인구수,남자35세부터39세생활인구수,남자40세부터44세생활인구수,남자45세부터49세생활인구수,남자50세부터54세생활인구수,남자55세부터59세생활인구수,남자60세부터64세생활인구수,남자65세부터69세생활인구수,남자70세이상생활인구수,여자0세부터9세생활인구수,여자10세부터14세생활인구수,여자15세부터19세생활인구수,여자20세부터24세생활인구수,여자25세부터29세생활인구수,여자30세부터34세생활인구수,여자35세부터39세생활인구수,여자40세부터44세생활인구수,여자45세부터49세생활인구수,여자50세부터54세생활인구수,여자55세부터59세생활인구수,여자60세부터64세생활인구수,여자65세부터69세생활인구수,여자70세이상생활인구수
18912,20190102,20,35853.0263,2007.8218,584.6226,640.0551,1195.7274,1561.8044,1668.9372,1785.4649,1565.0522,1502.4968,1229.2721,1384.3809,1064.6271,676.6672,1357.435,1911.2973,513.2436,575.145,1370.7312,1596.8148,1629.5945,1621.7503,1256.4876,1147.4574,1110.8051,1186.4425,1128.3648,842.5399,1737.9884
19336,20190102,21,35428.6217,2006.4955,584.2365,687.1897,1225.2092,1447.5911,1536.8791,1722.8441,1468.9794,1554.0009,1172.6116,1278.5515,1038.1352,652.0471,1346.5727,2076.0828,557.4935,605.0142,1324.0315,1555.5738,1595.1222,1629.5245,1298.1468,1115.6051,1135.5513,1153.9894,1089.5179,835.1659,1736.4593
19760,20190102,22,35505.7841,2024.321,589.4264,735.5512,1194.895,1471.6317,1545.0911,1809.6875,1464.7448,1511.9781,1204.7051,1277.4789,967.7466,635.8225,1328.2725,2069.199,555.6446,592.2218,1346.6708,1623.7024,1607.767,1600.3841,1276.8638,1100.3851,1138.3236,1181.685,1139.282,826.179,1686.1237
20184,20190102,23,33563.341,1887.1572,549.4882,745.1649,1100.1709,1352.9012,1410.768,1806.7817,1421.1889,1458.9046,1152.8942,1207.286,863.4723,661.1808,1299.1851,1989.9066,534.3523,593.4957,1151.6493,1326.5051,1441.8988,1521.2258,1208.0986,1054.6868,978.6363,1095.9225,1076.3212,787.846,1886.2521
20608,20190103,0,33575.9594,1895.9374,552.045,766.5647,1130.9886,1369.7482,1416.7575,1795.2365,1423.7835,1468.6886,1113.0911,1170.1669,845.1976,654.0079,1325.5216,1970.0476,529.0195,589.5252,1198.2449,1370.3468,1452.6386,1498.0398,1232.5251,1051.8646,979.7897,1090.3931,1079.205,777.2194,1829.3662
21032,20190103,1,33846.3665,1949.5776,567.6636,764.3055,1147.7657,1398.8312,1414.0247,1772.9645,1398.7365,1453.5938,1104.9224,1190.8712,862.7647,650.7178,1312.6551,2058.7436,552.837,588.5524,1206.0182,1398.4239,1483.2301,1508.9613,1244.2905,1068.2412,993.1408,1116.5865,1064.908,775.8453,1797.1947
21456,20190103,2,33929.8408,1989.5778,579.3102,777.5255,1176.7361,1387.4148,1410.1823,1787.074,1432.3281,1438.8081,1121.9218,1216.6013,837.9477,656.925,1321.7931,2056.4715,552.2269,584.2019,1192.8493,1402.0271,1479.6601,1519.8792,1221.8154,1065.1348,988.2968,1110.2803,1050.8929,772.8313,1799.1268
21880,20190103,3,33961.5446,1925.0569,560.5237,768.6875,1168.5431,1386.1789,1420.2415,1793.6133,1440.3565,1413.3397,1123.0905,1212.1498,854.3578,670.0015,1330.4645,2096.4806,562.9705,603.694,1205.5915,1407.5717,1504.2515,1512.9614,1252.6668,1064.1567,1003.3703,1106.4662,1063.8302,760.3662,1750.5601
22304,20190103,4,34520.4495,1926.4498,560.9292,770.7619,1188.6708,1409.333,1444.3062,1781.3897,1462.5762,1449.4949,1114.3278,1255.1515,925.3353,709.2182,1361.2437,2079.0521,558.2908,608.2845,1238.3586,1449.379,1525.844,1572.9648,1252.1231,1065.8787,1045.3691,1166.0406,1072.3135,746.5094,1780.8517
22728,20190103,5,36861.1458,1982.7682,577.3275,804.5852,1285.2349,1506.1671,1529.9232,1930.0584,1551.2105,1578.7034,1277.9648,1388.8797,983.3422,761.3756,1451.3284,2298.0956,617.1104,618.1974,1316.8402,1535.6622,1573.0344,1651.8738,1315.3329,1201.4755,1161.431,1227.9203,1110.0864,758.7286,1866.4885
23152,20190103,6,39327.0177,2097.9342,610.8609,849.2718,1359.3075,1641.2327,1637.7032,2101.0427,1680.6536,1825.173,1356.0729,1501.1722,1084.9966,781.1722,1423.0362,2362.6446,634.4438,676.058,1399.519,1704.2477,1675.7559,1773.9372,1399.1258,1299.1272,1239.5966,1261.576,1180.0622,798.747,1972.5463
23576,20190103,7,41451.5397,2079.9252,605.6172,836.9864,1351.7629,1813.318,1916.8924,2271.3512,1905.5835,2010.7363,1572.4753,1587.7234,1228.6678,820.8078,1398.2169,2302.462,618.2837,660.6694,1531.3457,1958.8338,1784.8774,1929.2179,1517.4101,1345.8936,1217.7496,1326.4197,1140.4701,821.385,1896.4576
24000,20190103,8,42713.7042,2233.1591,650.2343,733.5908,1428.3406,1905.3953,2206.5829,2478.9431,1978.0651,2205.5142,1660.9203,1757.524,1242.9347,790.9133,1345.6761,2396.7366,643.599,664.2166,1495.2835,1979.5285,1952.1946,1923.5619,1464.9935,1330.5024,1130.0419,1294.5121,1158.4428,821.6641,1840.6329
24424,20190103,9,43093.8053,2321.8992,676.0734,794.0912,1502.8434,1973.1309,2233.8651,2460.9227,2070.7494,2320.0343,1691.2631,1655.2987,1307.2796,784.3416,1439.2538,2317.9202,622.4343,628.5777,1462.6783,2018.8222,1915.4123,1887.7722,1411.7527,1288.9508,1212.9903,1271.4465,1164.1354,781.7592,1878.1067
24848,20190103,10,44666.02,2484.1147,723.3058,805.2138,1550.0718,2068.0123,2256.935,2419.9197,2156.3945,2305.362,1776.1814,1725.2861,1432.0187,808.9852,1475.0038,2529.4193,679.2285,689.7199,1516.9451,2128.7858,1967.0984,1910.4677,1420.4412,1309.9321,1231.2721,1373.7686,1162.9001,851.5026,1907.7363
25272,20190103,11,43202.29,2452.6169,714.1346,717.5591,1586.6888,1980.8284,2188.6901,2334.0327,1981.4653,2195.8328,1638.424,1706.9591,1358.295,840.1501,1422.1232,2294.1137,616.0413,668.1761,1599.6014,2045.5201,1795.5133,1908.4057,1373.0404,1377.4819,1221.4612,1412.2515,1188.4356,759.7564,1824.6908
25696,20190103,12,44200.9559,2645.8401,770.3959,794.633,1667.8931,2037.0347,2250.0593,2443.0961,1948.594,2194.1606,1717.6565,1836.369,1284.9107,862.0431,1248.6963,2360.7173,633.9267,738.7468,1573.1475,2044.3904,1903.4552,1926.7008,1421.3032,1336.007,1304.5331,1379.9581,1201.9963,794.6267,1880.0637
26120,20190103,13,44833.3365,2573.8766,749.4424,846.3259,1738.3478,1994.3361,2264.2703,2390.4682,2096.3765,2276.2462,1725.6507,1857.9656,1283.694,849.5664,1377.0387,2376.1741,638.0769,839.8069,1651.2581,2094.0796,1920.4705,1941.8995,1421.9377,1419.3382,1285.0288,1419.4561,1237.1901,837.9206,1727.0947
26544,20190103,14,44964.2593,2540.9594,739.8576,923.978,1792.3953,2013.6347,2242.9756,2332.5762,2116.3928,2359.2229,1937.0625,1795.3737,1266.6558,793.3277,1280.1816,2397.9705,643.9302,780.0692,1624.0192,2064.3922,1918.1301,1901.8196,1461.6687,1400.6096,1292.7508,1415.1737,1270.9385,861.5051,1796.6877
26968,20190103,15,43467.3183,2280.6749,664.0701,901.5089,1575.6271,2046.736,2229.1263,2301.0371,2088.768,2345.666,1786.088,1890.6522,1253.0713,815.1956,1323.5833,2121.2753,569.629,707.8185,1508.3229,1916.8059,1868.6402,1945.2717,1404.978,1365.8786,1234.1209,1437.5656,1167.3441,843.1953,1874.6691
27392,20190103,16,41830.1173,2047.1321,596.0688,808.5965,1511.4246,1911.4672,2160.1428,2297.0061,2012.0899,2207.9794,1755.7266,1838.5246,1231.4298,798.299,1231.6149,2068.3864,555.4265,693.9295,1510.9354,1848.07,1852.071,1842.6757,1412.16,1298.7873,1169.8745,1279.8553,1185.4374,889.8373,1815.1689
27816,20190103,17,41161.2679,2001.4576,582.7698,762.5299,1494.6063,1888.8629,2238.0152,2161.7765,1959.239,2134.4217,1565.9269,1710.0645,1209.3065,785.0801,1352.4321,1983.4641,532.6222,709.2201,1443.5509,1816.7729,1843.6625,1873.982,1454.0865,1311.3173,1162.2948,1241.2856,1136.5662,869.8953,1936.0585
28240,20190103,18,39267.586,1900.9084,553.4921,790.0339,1377.3543,1707.2363,1787.9519,2012.3187,1831.9244,1955.1282,1565.4914,1526.9869,1100.9804,756.9919,1319.0577,2106.5766,565.6818,736.1531,1395.6236,1829.5513,1718.3058,1702.7891,1350.1563,1292.2382,1264.993,1255.9303,1167.6953,896.2419,1799.7939
28664,20190103,19,37281.4553,1796.9537,523.2236,723.8443,1327.1789,1571.2284,1680.8907,1829.5731,1754.7231,1777.9297,1434.1317,1408.3815,1036.4834,661.3756,1239.3308,2120.2723,569.3595,692.3582,1415.3897,1675.523,1652.0197,1654.1288,1251.7544,1227.7903,1229.241,1167.5903,1147.4621,809.1891,1904.13
29088,20190103,20,35633.1962,1896.3768,552.1729,690.8477,1322.0244,1376.5617,1618.2147,1722.6238,1648.0853,1629.0797,1297.3696,1282.4827,982.4189,685.4882,1263.2889,2143.8484,575.6905,639.5467,1364.4238,1526.8788,1510.2773,1574.4228,1192.4767,1132.0285,1156.6935,1139.5787,1105.627,740.3918,1864.2757
29512,20190103,21,35557.1418,1981.7008,577.0167,729.1046,1208.7546,1393.0663,1644.0463,1771.3462,1588.9218,1557.2534,1240.8552,1325.5358,976.3982,655.4753,1302.1031,2124.77,570.5674,618.4068,1324.352,1562.9352,1448.0127,1593.5741,1243.6912,1095.3342,1187.3244,1197.8768,1048.5678,760.8193,1829.3316
29936,20190103,22,35024.0514,1841.0673,536.0682,718.0345,1200.0843,1466.788,1508.3944,1726.6922,1589.764,1567.2485,1232.2832,1306.2247,954.6934,695.5301,1282.965,2049.258,550.2899,596.9183,1398.8971,1579.6036,1464.645,1541.3806,1299.0744,1073.1658,1180.3157,1116.7341,1002.873,769.9776,1775.0816
30360,20190103,23,33657.1125,1734.6377,505.0788,745.6348,1162.0252,1322.877,1451.0609,1727.2156,1467.2234,1479.3095,1226.6989,1273.8264,888.3966,679.1385,1255.5777,1998.2927,536.6045,576.7642,1150.7566,1326.2247,1361.6989,1559.0127,1234.5989,1087.9627,1059.0978,1135.7047,991.1775,745.6809,1974.8354
30784,20190104,0,33804.7931,1733.6615,504.7946,773.3791,1179.0281,1385.1117,1448.2472,1781.7292,1487.8341,1456.1959,1210.483,1217.4193,842.5278,704.7261,1279.2237,2021.9642,542.9611,589.7673,1162.7109,1331.8863,1391.9013,1531.63,1252.3761,1073.9043,1063.425,1095.5477,1012.5519,760.4592,1969.3455
31208,20190104,1,34036.7426,1777.983,517.6999,788.5689,1211.8029,1381.5582,1457.3236,1773.3167,1505.9401,1433.267,1211.4532,1232.5553,841.564,690.4026,1299.2999,2029.3673,544.9486,591.2461,1168.7089,1301.5342,1429.3569,1514.8262,1270.251,1071.8222,1065.6787,1131.466,1015.8507,763.6737,2015.2774
31632,20190104,2,34237.4031,1768.253,514.8667,809.2364,1236.7862,1366.321,1445.9237,1798.0353,1534.5613,1398.5512,1253.7987,1247.5448,869.6227,717.9762,1335.8258,2049.4753,550.3487,612.5311,1160.2466,1291.0206,1423.4975,1526.7314,1261.129,1076.3092,1058.603,1132.1141,1035.6872,766.4262,1995.9803
