,기준일ID,시간대구분,총생활인구수,남자0세부터9세생활인구수,남자10세부터14세생활인구수,남자15세부터19세생활인구수,남자20세부터24세생활인구수,남자25세부터29세생활인구수,남자30세부터34세생활인구수,남자35세부터39세생활인구수,남자40세부터44세생활인구수,남자45세부터49세생활인구수,남자50세부터54세생활인구수,남자55세부터59세생활인구수,남자60세부터64세생활인구수,남자65세부터69세생활인구수,남자70세이상생활인구수,여자0세부터9세생활인구수,여자10세부터14세생활인구수,여자15세부터19세생활인구수,여자20세부터24세생활인구수,여자25세부터29세생활인구수,여자30세부터34세생활인구수,여자35세부터39세생활인구수,여자40세부터44세생활인구수,여자45세부터49세생활인구수,여자50세부터54세생활인구수,여자55세부터59세생활인구수,여자60세부터64세생활인구수,여자65세부터69세생활인구수,여자70세이상생활인구수
22043,20200103,3,32230.9366,1929.2875,561.7556,666.4615,1311.1444,1403.7434,1365.3903,1688.2811,1489.3153,1314.0899,997.8734,1062.6763,957.7057,628.1245,1266.7149,1830.0108,491.415,569.2462,1013.7181,1304.763,1261.6051,1568.3888,1152.3614,1091.4328,941.0093,1051.2039,969.3262,692.6499,1651.2418
22339,20200103,4,32895.6294,1907.2459,555.338,665.4062,1316.9706,1418.2488,1405.8474,1738.3668,1529.0674,1366.915,1049.902,1123.7578,989.8451,659.194,1283.5589,1815.0082,487.387,577.8106,1072.8291,1311.9774,1294.4668,1573.8424,1187.6403,1112.2854,999.7687,1086.259,1022.4287,694.2001,1650.0611
22616,20200103,5,34321.0833,1960.3254,570.7926,696.8541,1384.31,1493.5035,1422.8574,1743.2726,1562.1677,1524.1918,1124.3936,1195.4582,1053.7839,686.6121,1349.0679,1891.1562,507.8344,580.2125,1116.1871,1407.6283,1355.8977,1633.1498,1232.6819,1154.3902,1087.511,1160.4315,1032.3517,710.8595,1683.1996
23287,20200103,6,35115.5779,1904.8101,554.6281,747.25,1369.6033,1547.1235,1470.5817,1797.3448,1611.7001,1640.0474,1195.9044,1244.06,1044.0934,682.6341,1319.4075,1909.8395,512.8518,575.1081,1160.4997,1537.5734,1382.3827,1694.5984,1235.5672,1209.1489,1070.3395,1212.8337,1060.446,709.8229,1715.3783
23433,20200103,7,37000.8271,1869.9243,544.4707,786.9088,1448.2634,1667.6977,1527.4985,2136.5727,1826.9363,1743.9001,1436.7418,1467.7293,1166.2294,655.4307,1378.4315,1710.4744,459.3158,595.9346,1213.1175,1625.507,1507.1352,1803.0995,1283.7061,1335.6487,1165.1539,1231.8959,1014.2744,684.0364,1714.7926
24009,20200103,8,38842.1958,2124.651,618.6399,826.718,1483.7002,1717.6701,1731.3929,2132.3344,1869.4338,1815.257,1503.7845,1618.1189,1219.4461,703.2466,1398.6598,2035.6901,546.6466,657.8569,1257.6306,1646.9454,1646.1791,1805.9837,1343.4305,1310.352,1158.1198,1241.5024,1060.5399,692.7373,1675.528
24202,20200103,9,39535.8615,2211.5536,643.9434,821.7117,1536.1169,1775.5341,1810.9799,2141.8438,1985.3316,1887.0869,1579.3887,1535.0969,1284.6867,668.3919,1340.3216,2233.0383,599.6404,689.126,1340.9723,1647.921,1594.7818,1810.7548,1338.8544,1325.287,1171.7989,1222.3083,1035.6824,640.8003,1662.9069
24746,20200103,10,39716.5517,2126.8774,619.288,787.4271,1503.3827,1751.5232,1845.566,2216.6844,1946.2733,1939.0919,1597.7067,1456.4322,1282.9839,696.6428,1311.022,2084.9778,559.8819,672.8993,1389.951,1726.5317,1649.2202,1835.792,1465.9048,1350.7084,1207.5435,1240.5353,1073.0184,724.1344,1654.5507
25106,20200103,11,39571.7515,2230.122,649.35,809.6148,1513.4911,1836.5544,1890.2184,2218.0671,2010.2802,1907.3652,1597.0001,1488.4902,1232.2643,679.0494,1356.535,2312.6684,621.024,569.9578,1372.6019,1632.7478,1571.7156,1631.2653,1392.2342,1265.0921,1157.0854,1239.5829,995.0929,701.1356,1691.1448
25716,20200103,12,39737.6011,2213.8649,644.6164,863.2112,1575.3886,1736.9424,1992.7021,2323.1649,2003.334,1831.0177,1553.6352,1446.0151,1245.254,695.9989,1293.6807,2170.1546,582.754,609.2313,1369.864,1809.2796,1601.2983,1688.9606,1312.5018,1277.7369,1170.8904,1230.1551,996.9159,722.2802,1776.7513
26224,20200103,13,40959.4251,2315.1617,674.1116,874.9961,1679.17,1774.6184,2046.8922,2366.898,2052.6681,1911.4624,1550.0535,1433.2108,1264.9509,816.4683,1261.7588,2346.2659,630.0458,663.1244,1433.7566,1856.1726,1636.0623,1718.4759,1432.2458,1342.4205,1137.7242,1271.7677,982.5595,779.682,1706.7018
26303,20200103,14,41855.2531,2334.8749,679.8513,835.131,1688.4182,1842.4709,1926.3754,2406.207,2018.6333,2056.0555,1631.0531,1520.7942,1332.1277,732.2522,1270.6255,2626.1896,705.2141,704.7028,1402.0406,1854.031,1781.5168,1764.218,1450.7113,1324.5519,1115.9823,1322.9953,1016.6527,745.9353,1765.6396
27071,20200103,15,39318.2186,2082.8262,606.462,819.4602,1591.9518,1792.339,1909.9534,2265.1487,1936.7934,1885.9081,1524.3127,1418.9008,1217.0889,795.2002,1279.4658,2252.0418,604.7438,665.4803,1256.9708,1722.5595,1669.9863,1689.235,1365.6199,1278.8635,1030.6647,1276.4796,934.0547,749.8812,1695.8284
27515,20200103,16,38115.0813,1833.8536,533.9675,733.9067,1534.1369,1686.0965,1844.9596,2250.9589,1887.9072,1928.3555,1491.1023,1458.7834,1165.9718,674.6088,1249.981,2220.8773,596.3751,629.5755,1206.4462,1677.9065,1639.1376,1774.0861,1278.1896,1297.9799,1117.0298,1182.9187,889.9589,633.5729,1696.4366
27776,20200103,17,37188.8506,1788.0917,520.6428,730.5378,1368.5201,1646.8961,1800.3771,2076.928,1856.1084,1633.7617,1432.8714,1471.5497,1166.3398,689.9848,1280.7082,2173.8657,583.751,697.4614,1240.5454,1626.0088,1606.1126,1592.0924,1374.4027,1326.8088,1077.472,1240.7195,956.6934,641.8617,1587.7366
28402,20200103,18,36092.0737,1993.8815,580.5632,764.0518,1312.0256,1636.8012,1705.2567,2003.662,1807.2283,1533.7776,1420.4356,1385.208,1119.4925,681.4843,1246.0292,2082.7295,559.278,613.6556,1202.6338,1593.9618,1453.6528,1534.9192,1317.1178,1290.8539,1074.2146,1153.7756,953.1326,612.6329,1459.6162
28678,20200103,19,33624.0075,1991.6215,579.9057,672.8826,1186.9785,1495.8988,1510.6437,1787.495,1630.8432,1370.5181,1241.7912,1292.9286,988.2189,628.8457,1197.0055,1983.1455,532.5368,619.7178,1117.9281,1480.2521,1340.4941,1433.113,1203.5769,1203.0745,1018.8856,1142.2661,925.4307,604.5333,1443.4739
29084,20200103,20,32272.2211,1933.3387,562.9351,642.6131,1233.4678,1429.9641,1352.325,1675.0756,1574.669,1326.5479,1232.5773,1198.9828,930.9069,624.3574,1217.9061,1884.626,506.081,580.1822,996.7483,1318.84,1286.2217,1353.0308,1133.3058,1141.3047,971.7846,1116.9483,905.2565,607.2701,1534.9539
29451,20200103,21,31914.9129,2015.5758,586.8798,652.2716,1291.076,1396.6445,1266.2605,1603.4612,1399.3597,1347.4923,1135.9314,1192.7594,920.4053,586.1727,1212.5007,1884.1615,505.9562,649.5555,969.0878,1288.5713,1293.3802,1395.8952,1109.1722,1132.1101,941.3629,1159.7801,872.014,617.8382,1489.2371
29985,20200103,22,31864.3695,1982.8891,577.3629,720.1659,1288.0814,1412.5711,1246.4432,1585.8681,1387.1652,1283.8658,1141.2087,1132.6492,883.0446,626.2117,1176.0363,1967.1666,528.246,619.4585,1018.9303,1286.4613,1268.1856,1389.1894,1104.8884,1075.0344,982.8395,1136.6794,849.0358,641.8753,1552.8149
30335,20200103,23,30999.2268,1815.3328,528.5754,695.3191,1266.3258,1289.3591,1278.5557,1599.8358,1388.9235,1214.1538,1054.9327,1101.7203,927.9215,599.711,1176.4195,1888.7093,507.1777,536.4368,959.6033,1167.7586,1211.3567,1493.892,1115.0673,1006.1017,958.68,1044.216,934.2958,681.4284,1557.4189
30834,20200104,0,31166.7495,1810.3566,527.1261,715.9681,1293.0742,1294.293,1314.1308,1585.0176,1370.8691,1239.3755,1092.5849,1086.5887,900.6129,581.114,1194.0997,1922.2937,516.196,565.9945,950.9169,1199.9866,1218.9813,1485.8829,1142.3066,1010.9683,942.5905,1033.7017,953.4112,676.3728,1541.9374
31137,20200104,1,31382.1994,1767.0015,514.5023,715.1567,1341.6486,1324.9924,1314.7767,1607.7311,1424.3895,1247.4543,1037.1384,1082.2124,939.0514,561.9952,1238.0337,1836.7606,493.2276,564.354,960.6998,1235.66,1256.1791,1518.2043,1165.7509,1044.381,958.0328,1014.9626,951.8806,689.5539,1576.4678
31416,20200104,2,31600.8489,1781.6609,518.7709,713.0389,1340.8492,1329.7398,1338.8509,1631.5877,1431.4062,1219.9189,1061.5433,1058.5967,955.245,589.4341,1217.7773,1897.615,509.569,560.4844,993.0822,1236.8685,1240.1948,1506.1439,1173.3739,1050.0893,951.5011,1027.4446,966.4412,688.3398,1611.2823
31925,20200104,3,31923.7515,1826.9611,531.9607,731.7037,1372.279,1345.5897,1361.227,1655.4121,1464.2606,1227.4781,1096.656,1134.9276,975.4278,609.5178,1235.7557,1869.378,501.9867,569.7977,995.5775,1233.4264,1265.0127,1491.1915,1169.6127,1057.84,942.9567,1011.8188,952.7139,673.8735,1619.4081
