,기준일ID,시간대구분,총생활인구수,남자0세부터9세생활인구수,남자10세부터14세생활인구수,남자15세부터19세생활인구수,남자20세부터24세생활인구수,남자25세부터29세생활인구수,남자30세부터34세생활인구수,남자35세부터39세생활인구수,남자40세부터44세생활인구수,남자45세부터49세생활인구수,남자50세부터54세생활인구수,남자55세부터59세생활인구수,남자60세부터64세생활인구수,남자65세부터69세생활인구수,남자70세이상생활인구수,여자0세부터9세생활인구수,여자10세부터14세생활인구수,여자15세부터19세생활인구수,여자20세부터24세생활인구수,여자25세부터29세생활인구수,여자30세부터34세생활인구수,여자35세부터39세생활인구수,여자40세부터44세생활인구수,여자45세부터49세생활인구수,여자50세부터54세생활인구수,여자55세부터59세생활인구수,여자60세부터64세생활인구수,여자65세부터69세생활인구수,여자70세이상생활인구수
4496,20170101,10,37534.7596,2380.3937,693.1053,755.8394,1378.5202,1520.0129,1498.1685,1799.6666,1452.0232,1352.7598,1128.0318,1265.1189,1112.9404,749.9503,1548.694,2294.842,616.2374,793.4583,1384.1678,1613.3484,1367.6866,1631.8116,1268.596,1196.6646,1091.5379,1300.9238,1135.2816,1008.8181,2196.1613
4920,20170101,11,38257.1671,2503.2104,728.8661,717.9563,1362.4123,1538.1144,1477.5697,1862.307,1470.1726,1440.6145,1110.6588,1303.2872,1116.6496,689.9933,1408.9203,2427.2676,651.7975,760.7078,1410.8639,1677.7586,1461.2627,1707.7166,1356.8272,1178.6939,1073.0875,1397.5921,1161.1329,1046.8365,2214.8956
5344,20170101,12,38423.5288,2442.0413,711.0553,760.0484,1378.2063,1603.5324,1531.2177,1766.6063,1517.0188,1444.9764,1122.471,1259.0092,1125.056,689.4711,1487.6989,2317.9187,622.4339,792.9699,1479.9032,1788.9157,1405.2407,1718.4684,1398.4146,1237.6548,1094.1208,1432.1277,1209.2863,923.6925,2163.9731
5768,20170101,13,37666.9073,2229.6867,649.2233,742.7511,1423.2797,1607.4852,1473.0231,1728.0562,1454.2204,1464.4359,1220.3374,1290.8592,1119.429,675.898,1438.7728,2282.0831,612.8108,814.1219,1400.9435,1636.735,1414.3642,1663.3269,1360.3474,1214.3097,1081.7159,1403.7399,1241.5909,930.7106,2092.6513
6192,20170101,14,37287.4833,2379.5204,692.8507,772.3967,1343.5359,1524.0904,1531.094,1743.9406,1408.1628,1533.0254,1197.1697,1242.5262,1105.8891,747.4744,1412.1267,2129.3634,571.8008,758.2638,1417.0511,1718.5601,1315.8685,1649.8903,1302.249,1199.8796,1112.6379,1343.3766,1180.9618,913.867,2039.9092
6616,20170101,15,38144.0804,2172.2307,632.4938,781.8894,1411.6127,1572.1724,1592.5577,1715.3298,1429.2834,1575.279,1187.4655,1335.7953,1123.716,731.925,1399.012,2327.7098,625.0629,796.4311,1437.1656,1793.0942,1382.6784,1624.4087,1344.9528,1224.8782,1162.9085,1361.7006,1262.1956,948.2809,2191.8478
7040,20170101,16,37444.9623,2166.9322,630.951,743.9851,1280.4401,1509.7894,1437.5286,1723.973,1411.5854,1500.5818,1237.552,1341.5046,1106.0053,705.9279,1571.3167,2425.1279,651.2226,793.0579,1361.1533,1707.7302,1393.9426,1521.637,1299.7898,1245.3747,1088.633,1373.692,1175.171,986.4642,2053.8935
7464,20170101,17,37292.5709,2077.7339,604.9789,728.3691,1358.2619,1501.6551,1504.7961,1806.085,1483.8945,1503.14,1267.9062,1382.4767,1021.0111,672.1185,1510.8023,2170.8549,582.9427,793.8378,1441.1803,1599.9942,1337.5731,1714.0064,1369.249,1216.8204,1115.3898,1308.3566,1111.4836,944.2818,2163.3688
7888,20170101,18,38139.016,2155.0779,627.4996,685.7818,1314.0395,1659.4967,1613.334,1869.1016,1536.0326,1491.2341,1343.0476,1499.1187,1034.7752,700.5411,1365.1955,2194.3373,589.2482,792.5399,1460.6746,1693.3355,1431.6742,1571.712,1419.5695,1165.6056,1124.9746,1322.5287,1108.8528,969.2608,2400.4238
8312,20170101,19,37368.8302,2178.4339,634.2999,691.4457,1362.21,1643.3151,1561.3826,1811.8732,1484.7876,1436.1024,1258.8317,1364.3866,1050.191,725.4839,1511.0529,2025.9192,544.0226,721.7729,1460.9889,1684.1611,1353.1957,1551.5984,1371.8165,1138.5239,1116.2784,1364.0573,1108.0108,946.5042,2268.1842
8736,20170101,20,35517.19,2155.6146,627.6559,675.6674,1319.0025,1499.1186,1482.7541,1672.1711,1463.8275,1346.3941,1134.3286,1372.964,1021.4637,736.4172,1447.1863,1940.2607,521.0208,709.9187,1313.2346,1640.599,1281.7419,1405.2401,1164.1917,1112.0053,1083.9517,1294.9151,1129.8461,890.0234,2075.6768
9160,20170101,21,34695.343,2160.6568,629.1239,669.9604,1215.2047,1498.1646,1477.5144,1664.2555,1351.033,1384.7455,1075.3862,1250.9074,987.5304,679.5594,1464.2791,1890.7535,507.7263,672.2807,1245.5896,1539.9947,1345.3984,1466.7056,1125.4925,1091.7215,1061.625,1235.3628,1075.8783,831.453,2097.0403
9584,20170101,22,35035.7382,2060.2667,599.8933,655.3852,1274.1766,1541.5194,1487.4855,1693.2844,1389.8225,1340.0853,1096.3079,1263.8908,984.0331,639.6312,1499.8632,2092.9643,562.0265,730.465,1368.8581,1521.2085,1360.7798,1410.0998,1130.8108,1113.8757,1037.5165,1250.1929,1050.1371,819.4658,2061.6941
10008,20170101,23,30863.1777,1975.5729,575.2327,574.0066,1087.884,1249.2976,1287.3203,1567.1681,1292.3031,1060.4838,877.923,1070.7609,848.9483,648.6367,1369.9167,1847.1209,496.0098,663.4084,1072.4819,1177.8199,1194.1647,1212.6954,953.3629,966.6249,962.1876,1121.0709,1027.0552,883.0161,1800.7053
10432,20170102,0,31290.0276,1962.0388,571.2916,588.3176,1042.1725,1279.3468,1302.8176,1613.7645,1291.8714,1080.7494,894.5882,1088.9089,857.233,628.0798,1403.0215,2017.5359,541.7721,656.5635,1069.1194,1200.0323,1170.1771,1218.3078,958.1927,1001.8178,950.4194,1147.8865,1025.128,929.1136,1799.7593
10856,20170102,1,31221.5248,2011.3499,585.6498,599.699,1034.9905,1250.8287,1332.8485,1596.053,1316.0429,1074.2495,897.6343,1073.1739,845.9123,624.3875,1336.0114,1982.4186,532.3417,640.9401,1034.6307,1219.1586,1186.0329,1244.0545,947.2823,999.2247,949.8557,1141.1315,1000.0702,890.5948,1874.9571
11280,20170102,2,31283.4217,1943.3075,565.8376,585.5836,1012.1942,1264.969,1314.2383,1657.4056,1330.0203,1109.0687,920.3534,1050.2901,905.9667,627.0894,1367.4134,1915.684,514.4209,646.7265,1028.2983,1221.2861,1212.7691,1229.6133,941.2322,1006.0055,946.7413,1143.1689,1007.6247,912.4423,1903.6686
11704,20170102,3,31384.6021,1956.8054,569.7678,573.0963,1032.6442,1247.7874,1329.2381,1652.8338,1310.2841,1100.1592,902.5255,1103.7961,907.8123,618.0115,1357.6975,1879.1445,504.6094,669.1985,1072.6244,1240.0449,1227.2474,1257.0524,969.297,999.2877,958.409,1175.3156,989.1579,889.9564,1890.7985
12128,20170102,4,32104.6669,2006.9516,584.3689,577.5176,1046.5511,1289.2072,1344.7553,1698.8943,1362.5192,1181.143,893.1663,1157.5085,940.8122,652.8416,1435.5665,1937.1285,520.1795,677.4224,1152.2163,1272.8342,1249.215,1257.4447,964.5085,1052.4355,971.049,1149.5626,981.9698,879.9166,1866.9812
12552,20170102,5,34465.2673,2042.4119,594.6946,654.1339,1097.6096,1357.0368,1458.7309,1778.6738,1508.9701,1294.2473,1115.8266,1280.6696,1064.455,726.07,1452.8534,2095.6016,562.7345,720.3901,1241.7241,1416.362,1273.6852,1298.9019,1066.8671,1099.388,1047.6628,1193.8186,1079.8402,919.9126,2021.9954
12976,20170102,6,37705.5453,2179.2197,634.5287,730.8684,1266.5998,1428.4195,1624.8951,2001.7198,1667.3613,1540.1277,1354.7093,1579.7,1144.5618,767.107,1506.6038,2146.4374,576.3858,788.4692,1363.1845,1649.4825,1379.9736,1450.6123,1196.6219,1271.0681,1126.6447,1221.8684,1171.4788,989.6626,1947.234
13400,20170102,7,41511.6776,2200.4168,640.7008,674.0252,1312.9522,1795.0286,2026.3923,2305.2652,1916.047,1756.7328,1578.2918,1666.9603,1261.0614,891.6716,1602.3791,2188.1905,587.5978,830.4562,1514.3603,2001.7421,1599.829,1691.7435,1318.6239,1407.4458,1206.0679,1236.4581,1252.1365,989.0908,2060.0119
13824,20170102,8,42566.7676,2475.9271,720.9219,623.698,1375.4012,1801.542,2065.989,2186.7343,2027.2255,1918.973,1690.7484,1818.2622,1280.9223,911.3048,1643.5774,2251.4942,604.5969,818.294,1454.5952,1963.624,1678.685,1723.975,1354.4738,1359.1794,1200.4332,1362.8535,1225.1374,976.8862,2051.3155
14248,20170102,9,43534.1848,2864.779,834.1447,734.2377,1505.5883,1734.0429,2007.584,2194.805,1865.0041,1880.2918,1697.5153,1824.0701,1194.4197,924.9835,1542.0076,2507.4866,673.3388,803.6896,1482.0192,2030.5764,1720.4505,1670.0233,1309.0418,1445.9419,1223.3789,1387.4895,1214.6893,943.7751,2318.8067
14672,20170102,10,43577.5234,2740.3191,797.9055,763.3271,1567.4159,1825.4345,1986.4651,2176.9005,1833.5511,1959.6782,1616.4924,1952.9558,1320.8954,945.853,1400.3404,2343.9354,629.4201,826.3885,1531.3861,2090.4306,1763.8491,1654.6873,1401.3414,1415.364,1208.7814,1471.8653,1203.2118,937.0558,2212.2756
15096,20170102,11,43342.2563,2744.2637,799.0544,937.2613,1615.1674,1807.4613,1904.7725,2092.9135,1718.6528,1952.6182,1812.324,1807.703,1238.6459,948.9997,1519.2176,2255.4179,605.6505,848.123,1567.3334,1902.6428,1744.2937,1693.8244,1295.8951,1316.8602,1199.6291,1507.498,1183.815,977.0219,2345.1964
15520,20170102,12,42554.6008,2536.7599,738.6344,829.3432,1582.0527,1960.7381,1795.6251,2111.2409,1742.5403,1866.2692,1602.0787,1814.9652,1424.6343,870.5462,1455.6641,2142.8731,575.4287,832.5381,1615.0254,1975.0529,1772.3759,1705.8034,1336.4453,1354.8245,1170.9158,1377.8612,1225.2359,978.7629,2160.3667
15944,20170102,13,42651.7712,2694.8977,784.6799,898.6015,1631.8842,1752.3248,1949.7852,2072.6202,1669.5634,1972.1468,1667.6907,1899.1753,1331.3832,909.2638,1482.4612,2290.2693,615.0092,852.5588,1636.7161,1865.4682,1738.7023,1639.789,1352.5415,1295.1356,1100.4241,1332.5895,1226.7673,934.1842,2055.1378
16368,20170102,14,42763.4909,2706.5688,788.0787,869.267,1448.3064,1725.4823,1848.7285,2077.0792,1830.4192,1842.3487,1715.6572,1849.4137,1398.402,967.2725,1402.2573,2183.1083,586.2331,840.7077,1625.9701,1875.4472,1740.4063,1684.8388,1481.6427,1337.6095,1174.1672,1419.4274,1155.5038,930.4483,2258.7011
16792,20170102,15,42346.906,2587.6253,753.4456,758.592,1481.8216,1814.6301,1913.5498,2042.5226,1779.5715,1849.206,1733.2969,1895.7403,1332.6387,825.0827,1523.8849,2224.3189,597.2991,781.6047,1489.5931,1776.3301,1708.1712,1597.0639,1402.6682,1352.4113,1211.4132,1381.0234,1191.7098,946.7763,2394.9173
17216,20170102,16,40648.5868,2265.7927,659.7366,669.0672,1380.0747,1676.2642,1804.0453,2020.9371,1701.0932,1878.2686,1688.5576,1944.1885,1303.1986,760.7999,1375.3189,2105.4913,565.3904,795.2548,1489.1598,1810.9905,1645.9033,1539.7252,1231.3253,1307.7615,1128.5091,1369.6941,1225.2823,971.1326,2335.6234
17640,20170102,17,40071.5613,2023.5573,589.2042,692.1167,1335.7914,1703.8319,1823.746,2077.9263,1642.6859,1861.8881,1738.7583,1837.4132,1257.65,756.8153,1475.3239,1984.2119,532.8232,755.8232,1474.9253,1703.6423,1702.1104,1555.0949,1332.8576,1257.4006,1087.3579,1304.5868,1171.3965,919.7812,2472.8439
18064,20170102,18,39061.4704,2244.7936,653.622,665.5956,1450.1428,1612.4098,1633.8451,2061.7158,1495.5822,1631.3576,1518.0584,1698.0309,1267.0104,722.113,1388.7763,1937.2449,520.2112,812.7494,1498.8283,1720.6831,1554.2726,1441.4471,1319.954,1248.4718,968.7022,1372.294,1273.1476,952.1647,2398.2448
18488,20170102,19,36533.0932,2103.8406,612.5808,687.4339,1213.4703,1494.4789,1650.6648,1766.8012,1454.1194,1550.7691,1323.612,1440.5138,1070.8704,729.8141,1452.1072,1968.8004,528.6847,731.3036,1350.1648,1554.0932,1417.3227,1335.5936,1154.5489,1131.8637,1015.7902,1289.0918,1262.8482,906.2899,2335.6249
18912,20170102,20,34842.5358,1972.0407,574.204,627.9773,1204.5137,1424.7546,1477.3057,1708.048,1373.4203,1411.855,1199.5301,1322.1307,1090.9029,690.0488,1372.1385,1903.1123,511.0453,660.9525,1235.3417,1462.2122,1408.535,1347.646,1084.8236,1097.8611,1014.1004,1235.2892,1201.7766,957.2624,2273.7022
19336,20170102,21,34450.9914,1982.5374,577.2602,598.5943,1099.6127,1414.4956,1499.575,1744.0413,1368.4988,1419.1892,1105.3966,1303.6545,1084.0814,593.2284,1412.5593,1769.6978,475.2193,677.43,1237.446,1486.1199,1415.6213,1340.4631,1151.3248,1058.4123,1047.2061,1223.923,1230.776,994.1155,2140.5127
19760,20170102,22,33903.5415,1859.7909,541.52,581.8331,1186.6807,1435.5197,1450.6641,1669.1214,1366.3768,1364.2193,1067.4369,1343.8398,998.7382,654.3378,1366.9157,1808.3171,485.5896,702.8117,1271.6806,1458.2395,1331.331,1296.9982,1118.427,1152.5284,975.5375,1181.7763,1169.1009,966.9168,2097.2934
20184,20170102,23,31039.5262,2029.1143,590.8221,516.8672,1006.7092,1233.4622,1323.1556,1586.7872,1279.4573,1193.8458,1000.9582,1173.418,917.8407,602.5438,1378.5108,1761.4315,472.9995,645.1803,1013.5936,1140.7424,1167.2907,1210.8882,1069.8352,977.5551,889.4707,1095.2724,1048.5472,933.6084,1779.6157
20608,20170103,0,30901.7698,2009.2611,585.0415,554.3211,1006.5794,1238.674,1321.5739,1592.2248,1271.2579,1188.331,1001.5602,1143.6717,924.6926,588.3266,1409.2228,1768.0828,474.7856,617.7857,1013.2258,1152.7094,1174.4184,1182.0824,1070.7026,970.4366,871.2899,1101.9726,1044.7416,926.2452,1698.5506
21032,20170103,1,31307.8586,1965.7498,572.3725,549.86,1044.883,1264.0671,1322.5525,1607.2282,1300.3219,1190.8727,1029.6856,1164.4314,956.9213,576.9576,1401.0083,1865.3144,500.8954,642.3158,997.8243,1178.4398,1178.4031,1223.7022,1057.4278,956.8453,908.1106,1133.4068,1048.0697,916.8748,1753.3182
21456,20170103,2,31445.5028,1919.0569,558.7764,538.1095,1051.8319,1256.8023,1375.4684,1620.3155,1297.8336,1235.3831,1032.8935,1172.5238,963.9045,581.7969,1437.9737,1872.1808,502.7393,651.3928,975.2631,1194.4058,1178.2788,1224.4018,1084.441,945.1052,905.1739,1152.2782,1049.8772,916.8014,1750.4933
21880,20170103,3,31688.0755,2001.9275,582.9064,543.208,1013.8068,1250.1418,1358.7759,1675.8734,1297.5325,1264.6329,976.9165,1205.7676,976.0702,614.2031,1404.815,1916.2091,514.5622,633.9601,998.9856,1186.7281,1179.5215,1230.2658,1079.4957,938.8604,907.7419,1163.2896,1058.8103,927.3508,1785.7168
22304,20170103,4,32347.5018,1970.0527,573.625,554.6693,1051.2725,1276.3283,1381.6651,1682.1679,1367.6307,1274.4132,1031.0215,1248.3056,977.9304,649.3695,1447.8611,1943.6708,521.9366,648.6733,1025.7168,1261.7009,1232.2008,1257.4245,1065.5432,983.1238,918.8246,1129.059,1065.7477,919.1289,1888.4379
22728,20170103,5,34922.3108,2031.899,591.6332,628.2901,1144.7494,1334.7323,1422.4189,1792.1976,1519.0035,1428.8346,1202.3127,1416.2383,1102.0021,702.6644,1509.9063,2141.2267,574.9868,696.7228,1134.0416,1373.9478,1314.4666,1312.4621,1164.4562,1082.1506,1025.541,1222.541,1188.8662,955.1501,1908.8681
23152,20170103,6,38159.7213,2139.1446,622.86,705.5992,1232.1763,1438.8621,1606.557,1965.8187,1653.6645,1647.7193,1462.6672,1620.4594,1205.8795,832.196,1601.455,2236.7313,600.6324,734.669,1312.7322,1624.0788,1359.6025,1457.0314,1261.4182,1163.9984,1130.6132,1303.0599,1283.1853,999.1835,1957.7246
23576,20170103,7,42291.68,2132.9164,621.0467,652.3341,1392.6021,1691.7489,1911.2857,2371.563,2028.2729,1842.0268,1615.568,1769.45,1464.1459,880.5655,1544.275,2455.9904,659.5104,748.6832,1533.7207,1865.5568,1663.3141,1761.1851,1450.4303,1271.7643,1203.931,1382.7406,1258.9172,1072.0539,2046.0844
24000,20170103,8,43834.2089,2336.2001,680.2372,667.6867,1478.3468,1853.3869,2141.4791,2313.1853,2001.4294,1970.65,1699.6182,1941.736,1359.095,904.9727,1701.8885,2607.232,700.1239,784.6946,1479.395,1878.0349,1839.2791,1812.2507,1404.8697,1360.3843,1202.6292,1411.6772,1279.5936,1080.339,1943.7973
24424,20170103,9,44622.7285,2655.09,773.0894,782.2681,1502.2776,1841.7224,1960.8352,2259.4653,1870.4218,1943.1707,1860.7782,1918.7085,1377.2413,914.9511,1769.3968,2667.0946,716.1986,767.9765,1496.5767,1881.5558,1774.6757,1807.3962,1382.5152,1344.3963,1191.2628,1463.1269,1338.168,1083.9363,2278.4271
24848,20170103,10,44040.1988,2603.8791,758.1782,805.3929,1514.6175,1812.7275,1953.4176,2275.3969,1796.3313,2032.4263,1733.3444,1909.8459,1410.1841,912.1179,1539.4426,2617.151,702.7868,734.6662,1577.3966,1853.0906,1736.5696,1814.5447,1437.9216,1419.5039,1237.939,1417.3462,1223.1813,1046.726,2164.0772
25272,20170103,11,42872.1977,2567.9571,747.7187,778.5286,1585.4527,1671.8259,1865.9086,2148.0051,1810.1616,1894.9763,1771.4646,1824.176,1331.2537,842.5577,1389.8362,2629.8281,706.1912,790.9992,1594.269,1843.9746,1726.1402,1741.1949,1403.5884,1258.8648,1178.9807,1377.096,1244.2712,1087.9326,2059.0421
25696,20170103,12,43807.122,2833.7273,825.1034,888.0139,1639.2108,1792.5872,1835.0911,2149.3575,1876.5865,1858.6564,1591.8239,1732.2963,1312.7763,961.1379,1309.7736,2632.0751,706.7946,931.3514,1600.6197,1874.5034,1753.482,1714.9427,1567.7281,1297.0267,1257.2266,1399.088,1302.7398,1046.5514,2116.8473
26120,20170103,13,43009.6732,2697.8713,785.546,864.9778,1647.1026,1804.8649,1846.4045,2036.4995,1807.7902,1842.1431,1680.4116,1808.6641,1241.8373,765.0802,1365.6006,2564.8567,688.7445,975.9453,1578.0132,1791.7765,1684.3049,1770.4986,1447.7427,1264.0543,1140.4299,1449.1292,1368.2938,942.5291,2148.5615
26544,20170103,14,42452.7452,2455.4233,714.9517,905.4818,1600.7271,1758.222,1869.3805,2011.3112,1783.579,1900.2706,1675.0133,1821.9812,1427.5884,772.72,1346.8065,2435.6731,654.0547,880.887,1504.5097,1795.2012,1671.7428,1676.8382,1459.6159,1278.4057,1202.4297,1326.2041,1358.3978,1057.4398,2107.8892
26968,20170103,15,41273.0951,2222.529,647.1395,803.533,1502.7033,1734.278,1859.157,2116.2214,1771.8155,1759.1738,1672.329,1870.1669,1334.7403,849.9578,1508.8752,2247.6154,603.5549,863.7359,1427.3443,1699.115,1633.1424,1676.7565,1402.4409,1274.8583,1250.066,1320.248,1222.8001,1082.0647,1916.7354
27392,20170103,16,40605.5237,2126.4637,619.1676,778.9948,1414.5361,1712.9028,1818.5464,2184.428,1745.6389,1869.5342,1689.668,1765.4018,1331.3173,853.9104,1461.5799,1983.3406,532.5893,780.5345,1374.2607,1742.5099,1688.5643,1653.1727,1367.8336,1319.0272,1185.5244,1318.4487,1244.2705,998.7339,2044.6271
27816,20170103,17,40203.3517,2057.6367,599.1276,828.9546,1339.8798,1726.5561,1739.5837,2104.8191,1750.9881,1848.5783,1603.4703,1729.3518,1172.0791,750.3715,1581.8715,1942.2399,521.5516,714.8404,1339.7775,1796.4425,1658.4862,1624.3789,1401.3153,1292.4595,1188.6837,1312.375,1266.7914,917.0917,2393.6446
28240,20170103,18,38287.1536,2036.9204,593.0953,742.7234,1293.3909,1746.1976,1618.5278,1887.5502,1679.1391,1714.7218,1501.6033,1532.6882,1053.0169,736.6674,1311.3413,1956.7598,525.4513,754.737,1403.8021,1642.9125,1622.1986,1476.198,1394.1673,1347.6428,1173.8183,1357.5196,1203.3556,971.4921,2009.5106
28664,20170103,19,36627.1066,1949.1415,567.5361,698.5716,1259.5822,1545.8277,1504.4514,1774.4241,1573.4997,1634.4679,1278.8109,1396.2125,1014.8014,720.4187,1365.2609,2138.6415,574.2921,753.5619,1302.2788,1470.3441,1350.1721,1431.3051,1284.3998,1351.5194,1217.2061,1339.1016,1207.6162,1002.4009,1921.2635
29088,20170103,20,34924.4279,2116.1122,616.1536,593.014,1128.4453,1508.6508,1399.286,1683.1648,1416.739,1448.1121,1266.4203,1290.0628,970.7106,690.7243,1363.5619,1901.0157,510.4827,687.0374,1248.9108,1422.9599,1429.8691,1413.1321,1189.775,1159.2226,1113.4902,1297.0846,1112.3224,958.4574,1989.5079
29512,20170103,21,34101.3466,1963.8465,571.8182,581.687,1113.2737,1447.5888,1345.0349,1795.2893,1453.8361,1406.2214,1272.5232,1250.2224,979.1593,612.7746,1281.1174,1732.6635,465.2744,702.812,1173.2787,1387.7256,1315.951,1389.7862,1238.4102,1063.6502,1061.7742,1256.7624,1223.9749,961.9643,2052.9245
29936,20170103,22,33941.2877,1999.6829,582.2528,644.9977,1142.0072,1420.6003,1355.3679,1685.5235,1469.8781,1400.9995,1164.3977,1286.1957,970.1341,625.6129,1240.7026,1784.7451,479.2606,714.4657,1207.8471,1419.9108,1360.5196,1347.0488,1172.1826,1129.5882,975.5109,1282.1086,1198.5175,958.5388,1922.692
30360,20170103,23,31263.6989,2034.0019,592.2454,548.2914,940.7838,1286.5314,1280.3781,1695.3138,1309.3042,1215.8667,1016.0823,1130.4696,889.9831,596.0953,1280.4927,1921.4965,515.9822,642.225,994.4285,1174.5185,1169.4223,1206.5093,1023.1318,1030.2592,904.9754,1166.6534,1077.8095,961.9743,1658.4747
30784,20170104,0,31231.2171,1994.7481,580.8154,585.9351,975.7193,1231.6453,1273.9872,1693.0734,1341.9997,1160.526,982.061,1103.2629,918.3596,600.6103,1289.7031,1923.3948,516.4917,661.6491,1035.0702,1200.2169,1182.5765,1231.171,1026.4639,1001.6051,879.3597,1150.465,1073.9659,980.5832,1635.7565
31208,20170104,1,31506.3546,2006.3507,584.1944,591.5764,945.1609,1235.9324,1265.7999,1713.7076,1380.3919,1194.047,967.3823,1105.3847,899.7973,590.3,1335.7651,1958.72,525.9777,649.757,1075.9756,1214.0559,1176.6513,1238.5934,1031.1221,1005.7357,879.7146,1160.1901,1064.0565,987.0048,1723.0076
31632,20170104,2,31418.0406,1959.6975,570.61,571.6284,950.9553,1254.8453,1256.8891,1720.0719,1348.2899,1200.6678,959.0408,1132.9367,888.988,575.5083,1277.9486,1976.1542,530.6591,649.429,1043.1407,1234.9164,1139.3064,1245.0892,1024.1483,1007.1595,872.5966,1182.4649,1089.192,989.2674,1766.4409
32056,20170104,3,31548.5732,1980.2756,576.6023,564.7675,947.629,1265.7265,1260.6235,1744.2355,1354.9491,1205.3768,984.7352,1158.0523,939.6698,602.9453,1278.6156,1981.7287,532.1561,662.5556,1039.3803,1201.4661,1150.1284,1240.4528,1034.9064,1001.6437,896.4907,1166.1578,1079.8666,977.9974,1719.4384
