,기준일ID,시간대구분,총생활인구수,남자0세부터9세생활인구수,남자10세부터14세생활인구수,남자15세부터19세생활인구수,남자20세부터24세생활인구수,남자25세부터29세생활인구수,남자30세부터34세생활인구수,남자35세부터39세생활인구수,남자40세부터44세생활인구수,남자45세부터49세생활인구수,남자50세부터54세생활인구수,남자55세부터59세생활인구수,남자60세부터64세생활인구수,남자65세부터69세생활인구수,남자70세이상생활인구수,여자0세부터9세생활인구수,여자10세부터14세생활인구수,여자15세부터19세생활인구수,여자20세부터24세생활인구수,여자25세부터29세생활인구수,여자30세부터34세생활인구수,여자35세부터39세생활인구수,여자40세부터44세생활인구수,여자45세부터49세생활인구수,여자50세부터54세생활인구수,여자55세부터59세생활인구수,여자60세부터64세생활인구수,여자65세부터69세생활인구수,여자70세이상생활인구수
4422,20220101,10,34039.4021999999,1970.2445,573.681199999999,698.627299999999,922.204899999999,1327.9039,1506.6143,1675.329,1703.4284,1481.4575,1238.26029999999,1280.7517,1055.0929,731.254299999999,1157.8818,1907.146,512.1285,730.3938,1164.2814,1354.64889999999,1432.23209999999,1597.6151,1394.866,1252.90979999999,957.5329,1080.3072,841.375199999999,748.564899999999,1742.6699
4867,20220101,11,33570.1051999999,2166.1835,630.733299999999,713.5992,940.7436,1269.80369999999,1422.86719999999,1576.76489999999,1585.2699,1485.7534,1184.5054,1155.9916,1059.75849999999,675.127399999999,1185.6277,1853.37709999999,497.69,617.550899999999,1185.10629999999,1380.0327,1483.72129999999,1557.98139999999,1384.86529999999,1212.69139999999,920.953899999999,1086.4409,889.1377,727.9609,1719.8657
5117,20220101,12,33307.6517,2129.1673,619.9551,679.668999999999,958.1662,1222.665,1448.04829999999,1632.8679,1563.94969999999,1561.94239999999,1160.8847,1209.6872,1061.9318,673.731599999999,1152.7805,1709.8333,459.1437,653.836999999999,1191.43789999999,1358.9889,1410.0033,1577.3122,1338.16969999999,1208.48859999999,978.208899999999,1104.11169999999,857.8455,739.274499999999,1645.5503
5872,20220101,13,33125.8384999999,2180.3028,634.844399999999,627.970699999999,892.953899999999,1218.85999999999,1414.5659,1628.0869,1556.6293,1480.34809999999,1169.8502,1212.2206,1002.122,673.0537,1146.22309999999,1795.80839999999,482.2305,606.052299999999,1186.53389999999,1343.45,1396.68319999999,1649.95129999999,1297.5177,1208.2528,945.3114,1125.8678,837.5338,772.685899999999,1639.92779999999
6342,20220101,14,32584.0065,2070.6982,602.930399999999,686.9415,812.875999999999,1297.6096,1463.15059999999,1661.058,1463.1648,1525.0361,1151.8425,1146.9978,978.926799999999,612.0833,1146.4763,1746.911,469.100399999999,615.178499999999,1099.3035,1284.4509,1329.2709,1574.943,1268.3891,1285.4706,940.9583,1108.855,871.242399999999,720.1538,1649.9891
6457,20220101,15,31298.8122,1905.1105,554.7159,621.250199999999,826.884099999999,1224.3738,1392.0444,1639.3125,1458.42239999999,1423.0482,1082.70419999999,1168.7171,987.0583,607.7735,1138.363,1585.2206,425.681199999999,569.987799999999,1082.1765,1291.6458,1286.0634,1490.61539999999,1117.3438,1201.2833,862.6825,1087.4609,802.611499999999,735.129199999999,1731.13159999999
7093,20220101,16,30426.6284999999,1936.1996,563.768,615.2127,761.3369,1157.98119999999,1259.4565,1548.0434,1515.2319,1397.3042,1090.56379999999,1120.8703,925.266799999999,633.8431,1102.9093,1572.84369999999,422.358,475.8371,962.2779,1149.29749999999,1283.5458,1477.1962,1124.7809,1204.4828,839.963899999999,1062.71589999999,806.4732,714.4528,1702.4158
7429,20220101,17,30445.2773,1989.8947,579.402299999999,556.006999999999,786.456599999999,1105.3522,1295.77379999999,1533.98399999999,1455.24859999999,1359.1348,1141.8021,1071.10089999999,926.777799999999,664.3537,1094.2235,1468.3602,394.3007,492.988,1029.30019999999,1091.4606,1312.2958,1497.38439999999,1135.1401,1194.83899999999,903.0487,1064.6056,822.5519,705.765499999999,1773.72399999999
7881,20220101,18,30258.8997999999,1762.4374,513.1734,570.9015,774.9614,1082.1619,1330.0823,1504.3453,1431.7107,1411.246,1097.91149999999,1092.6022,938.473899999999,653.757399999999,1080.0998,1546.6327,415.3193,486.1073,1038.0407,1144.6536,1258.96489999999,1488.1939,1151.9637,1202.5278,924.6385,1028.7541,875.6073,716.895999999999,1736.7344
8362,20220101,19,30071.1297999999,1915.1646,557.643299999999,549.4932,735.768699999999,1135.2799,1324.3279,1427.06639999999,1392.64169999999,1488.9657,1099.95319999999,1104.58189999999,936.848399999999,609.839299999999,1024.7309,1496.81649999999,401.942099999999,483.5253,986.199899999999,1131.29369999999,1245.5413,1421.039,1153.87269999999,1192.8052,961.5407,1009.41369999999,833.147699999999,715.9255,1735.7614
8828,20220101,20,30140.0597,1914.4118,557.424099999999,591.3664,735.271399999999,1175.3475,1308.07729999999,1491.36179999999,1444.5962,1402.57279999999,1065.082,1119.21239999999,944.2371,635.163599999999,1034.8621,1512.16789999999,406.064399999999,507.105799999999,1054.9517,1139.18969999999,1233.3411,1368.9846,1162.69779999999,1184.40709999999,901.945799999999,1007.1821,814.445699999999,687.9862,1740.603
9201,20220101,21,30183.2726,1973.1554,574.528599999999,594.208099999999,757.898699999999,1150.9128,1314.548,1541.00569999999,1476.63799999999,1370.7117,1110.836,1050.7819,887.7199,621.2517,1068.3141,1574.4694,422.7944,473.990799999999,903.106999999999,1097.9601,1190.6748,1401.28209999999,1220.3388,1162.75309999999,913.6258,1043.12809999999,830.580299999999,680.225199999999,1775.83189999999
9397,20220101,22,30694.2288,1937.2863,564.0847,698.4071,762.590299999999,1134.57919999999,1345.43699999999,1569.5606,1544.3188,1426.0834,1112.34099999999,1086.34169999999,909.190399999999,624.775399999999,1083.77739999999,1567.3395,420.8795,548.5154,935.4038,1094.4907,1207.9409,1486.4942,1204.883,1202.43229999999,933.3531,1000.0205,818.1961,736.8553,1738.6519
9843,20220101,23,31496.5201,2116.7848,616.349699999999,683.4665,761.1354,1172.9101,1347.5041,1576.784,1602.3551,1521.0939,1077.1176,1054.37089999999,912.3748,629.762799999999,1203.9845,1734.25669999999,465.702299999999,514.810899999999,895.4483,1041.9271,1190.4102,1490.45589999999,1307.7121,1208.7533,882.7105,1046.8486,837.910999999999,755.717899999999,1847.8604
10185,20220102,0,30524.7433999999,2063.5881,600.86,659.582999999999,751.6656,1147.9184,1326.8648,1526.33629999999,1525.10179999999,1459.0078,1018.2834,1003.5131,894.5135,610.635899999999,1166.22219999999,1648.0385,442.5498,477.368299999999,860.290399999999,1021.1819,1170.15159999999,1500.9364,1232.64609999999,1178.7161,851.383299999999,1029.7872,811.7278,752.0824,1793.78739999999
10769,20220102,1,31024.0247,2181.6988,635.2507,702.1313,760.3853,1160.002,1309.78299999999,1512.59279999999,1519.11799999999,1485.819,1022.4186,993.753299999999,896.081099999999,600.4533,1170.2808,1732.5516,465.2445,548.9297,889.6307,1031.91619999999,1136.069,1497.0472,1290.1058,1180.98409999999,855.823499999999,1035.65079999999,817.3241,779.549399999999,1813.4293
11105,20220102,2,31195.0738999999,2185.2213,636.2765,690.2454,790.553599999999,1172.2683,1332.7798,1493.1504,1507.81649999999,1483.7646,1039.0207,989.2816,915.7213,610.228299999999,1188.57089999999,1771.477,475.6967,566.7915,889.0039,1050.46959999999,1167.6293,1514.24949999999,1272.1004,1175.3159,862.5143,1013.2939,820.2291,771.3304,1810.0722
11704,20220102,3,31349.9641999999,2108.906,614.055399999999,685.3487,827.005599999999,1167.68419999999,1354.288,1516.9583,1514.09169999999,1485.80749999999,1057.4783,992.5075,922.889199999999,631.1598,1192.5978,1804.0834,484.4528,579.293599999999,893.381499999999,1061.7093,1163.04929999999,1510.66699999999,1273.6455,1180.3966,864.2531,1025.0576,834.013799999999,784.4858,1820.6956
12201,20220102,4,31993.044,2237.0035,651.354299999999,701.224,835.917199999999,1175.1043,1364.37619999999,1514.79019999999,1544.2034,1530.23489999999,1105.0071,1085.23759999999,924.175799999999,650.4745,1188.6721,1809.4798,485.901999999999,602.766499999999,902.054999999999,1064.5417,1183.458,1539.66609999999,1336.9908,1202.8112,899.022399999999,1046.5721,827.863399999999,756.2413,1827.89789999999
12552,20220102,5,33046.6074999999,2168.784,631.4905,753.2645,916.116599999999,1222.6202,1373.1349,1607.42689999999,1605.506,1597.89249999999,1127.7645,1138.94679999999,967.580699999999,715.528599999999,1211.1989,1800.8285,483.5787,649.013299999999,1001.1182,1129.2672,1269.24769999999,1578.9054,1383.6396,1255.29549999999,937.1076,1072.4945,856.3151,750.3898,1842.153
12976,20220102,6,34712.7212999999,2356.17,686.052,792.375099999999,1008.1412,1253.1436,1426.92069999999,1670.89349999999,1641.2653,1649.7442,1193.0308,1142.2814,1020.11749999999,691.835799999999,1181.2271,1985.9788,533.2978,751.496099999999,1097.6567,1237.9082,1364.9447,1633.50029999999,1463.3619,1327.5083,981.752299999999,1109.924,894.525999999999,780.2115,1837.4573
13400,20220102,7,35525.9355,2477.0435,721.246899999999,794.9252,1050.787,1321.8795,1459.39079999999,1645.70049999999,1690.6592,1586.5273,1278.7239,1182.19879999999,1054.69409999999,706.161799999999,1257.8168,1941.29739999999,521.299099999999,773.545799999999,1212.4173,1314.7067,1353.1024,1688.3178,1479.49219999999,1347.8215,1012.09349999999,1142.9265,919.0235,774.492399999999,1817.64349999999
