,기준일ID,시간대구분,총생활인구수,남자0세부터9세생활인구수,남자10세부터14세생활인구수,남자15세부터19세생활인구수,남자20세부터24세생활인구수,남자25세부터29세생활인구수,남자30세부터34세생활인구수,남자35세부터39세생활인구수,남자40세부터44세생활인구수,남자45세부터49세생활인구수,남자50세부터54세생활인구수,남자55세부터59세생활인구수,남자60세부터64세생활인구수,남자65세부터69세생활인구수,남자70세이상생활인구수,여자0세부터9세생활인구수,여자10세부터14세생활인구수,여자15세부터19세생활인구수,여자20세부터24세생활인구수,여자25세부터29세생활인구수,여자30세부터34세생활인구수,여자35세부터39세생활인구수,여자40세부터44세생활인구수,여자45세부터49세생활인구수,여자50세부터54세생활인구수,여자55세부터59세생활인구수,여자60세부터64세생활인구수,여자65세부터69세생활인구수,여자70세이상생활인구수
4496,20180101,10,39890.475,2360.1874,687.2218,874.7284,1369.3326,1422.7695,1492.3811,2013.256,1769.7645,1491.5821,1287.2189,1492.3563,1111.8551,796.753,1431.3948,2362.1069,634.2999,908.1372,1522.9672,1694.606,1553.5925,1749.2495,1528.1894,1294.2038,1164.5716,1386.7647,1244.1894,986.4714,2260.3232
4920,20180101,11,40023.8425,2411.4296,702.1419,858.6545,1339.7049,1444.3458,1487.3657,1912.62,1723.3578,1471.3784,1321.2195,1472.4741,1113.7743,846.177,1409.5812,2490.7614,668.8475,895.4056,1520.3916,1611.2746,1614.254,1729.9783,1563.913,1314.5408,1157.8074,1424.3532,1293.8723,961.2116,2263.0033
5344,20180101,12,41190.5957,2624.2859,764.1204,855.1599,1428.8594,1482.4633,1555.5698,1915.1046,1714.0002,1558.2848,1375.3543,1450.4481,1175.0734,883.4972,1482.0463,2535.0201,680.7322,907.4042,1641.4481,1685.0929,1650.0678,1721.3549,1604.7457,1326.8251,1186.1029,1448.0764,1244.0131,1021.7141,2273.7338
5768,20180101,13,40638.3259,2501.3447,728.3231,838.2724,1406.8166,1522.6889,1472.2185,1921.4115,1782.1123,1528.418,1351.8058,1520.5801,1110.8874,792.1965,1318.6879,2376.6627,638.2086,885.0279,1585.2219,1743.8418,1740.372,1828.9503,1617.0766,1440.4904,1237.8213,1359.7156,1196.6491,968.3371,2224.1905
6192,20180101,14,40497.2551,2457.0534,715.4268,820.0673,1281.0619,1561.8708,1598.7677,2016.5685,1673.9668,1546.5391,1448.7839,1556.0579,1171.7005,815.8286,1363.4812,2526.5544,678.4592,914.9153,1494.9046,1687.1058,1547.978,1890.643,1541.5303,1393.3074,1172.7101,1365.5503,1193.5823,897.7646,2165.0769
6616,20180101,15,40367.8418,2422.5057,705.3673,814.4922,1309.2747,1574.3381,1591.4764,1914.352,1762.3568,1543.1741,1464.3345,1532.1258,1212.1468,787.4556,1412.8361,2497.4122,670.6333,915.1424,1464.2707,1662.1342,1464.1414,1788.5132,1565.6465,1282.8877,1160.3568,1374.8312,1301.1097,964.4062,2210.1214
7040,20180101,16,39559.1175,2448.1305,712.8281,776.4711,1306.2575,1563.1337,1607.0147,1820.166,1691.3518,1552.699,1391.8168,1645.056,1165.8669,821.2391,1424.3449,2378.8077,638.7841,844.1272,1426.4093,1615.5264,1497.0624,1695.7418,1452.0371,1372.7052,1188.0704,1366.2895,1220.4228,941.4033,1995.3575
7464,20180101,17,40029.672,2441.7048,710.9572,799.929,1261.2294,1531.6543,1594.2295,1841.7924,1715.3626,1560.5291,1412.8613,1686.0902,1214.4792,799.8795,1422.9136,2518.5446,676.3082,853.7128,1403.8922,1640.0348,1526.7493,1774.5914,1463.6223,1368.7788,1307.0624,1300.1322,1247.4195,907.9066,2047.3043
7888,20180101,18,40542.9197,2596.6437,756.0712,822.997,1312.5917,1440.4992,1641.2969,1881.9454,1756.6517,1567.0382,1393.6327,1672.2138,1233.5087,782.386,1421.0192,2665.5791,715.7911,897.2149,1418.1099,1610.6577,1532.9431,1801.5922,1470.7203,1354.7671,1266.3633,1315.0514,1165.8174,928.8187,2120.9944
8312,20180101,19,39584.5697,2516.0385,732.6011,814.9865,1279.5479,1524.1481,1646.4245,1844.5438,1753.7144,1523.2897,1383.4537,1532.418,1219.9543,761.8045,1403.5685,2337.2975,627.6378,885.995,1454.1493,1649.8228,1480.2229,1726.7911,1435.2312,1346.879,1235.9137,1232.1111,1177.4657,907.3896,2151.1689
8736,20180101,20,38562.3889,2399.3263,698.618,794.057,1249.5053,1473.1272,1598.6476,1829.4636,1657.4031,1461.6716,1295.9193,1441.1113,1168.7959,748.6283,1398.0748,2408.6417,646.7959,871.1718,1390.8671,1550.4583,1440.0792,1697.3423,1323.9609,1314.4681,1248.9543,1261.7193,1227.3534,917.4397,2048.7887
9160,20180101,21,38297.7772,2464.9573,717.7278,778.8298,1211.7904,1475.9619,1505.9565,1854.3575,1668.15,1392.0115,1263.9061,1520.4849,1166.4695,757.9991,1412.814,2454.4457,659.0957,859.0456,1264.0049,1541.1092,1380.0184,1631.5499,1337.514,1186.1886,1224.8664,1275.8638,1206.0555,916.8467,2169.7558
9584,20180101,22,38213.3336,2429.6787,707.4556,823.2515,1228.1692,1454.4395,1492.8374,1906.5977,1648.2566,1433.0664,1223.4968,1407.993,1129.5215,751.5015,1409.0522,2410.1314,647.1955,845.8373,1285.966,1570.1586,1415.4573,1684.2295,1326.8446,1209.2805,1156.8486,1300.7844,1225.9419,929.8084,2159.5313
10008,20180101,23,37159.0773,2246.8173,654.2116,796.5172,1257.7829,1316.358,1463.4505,2039.2359,1585.2413,1343.4104,1221.6203,1380.7929,1030.8217,757.2367,1513.2435,2122.8539,570.0525,745.56,1234.6508,1372.242,1480.2796,1618.501,1378.2155,1111.805,1112.808,1297.1904,1244.5139,910.967,2352.6946
10432,20180102,0,37485.7934,2306.279,671.5252,793.2579,1249.2869,1311.8782,1497.7322,2064.7967,1604.0037,1382.6083,1220.4032,1428.7149,1033.2675,746.7772,1525.6661,2134.3782,573.1477,750.6453,1230.686,1375.9867,1515.6391,1623.6604,1382.3046,1129.8692,1090.6087,1317.2151,1255.9583,924.7303,2344.7678
10856,20180102,1,37924.9357,2339.3756,681.1619,796.845,1260.4839,1343.0604,1495.901,2080.5531,1605.1861,1380.164,1234.3483,1402.2016,1041.9792,757.0829,1543.3004,2177.4027,584.7006,771.5498,1234.1319,1386.9262,1538.3925,1667.8925,1405.381,1170.3259,1101.2859,1331.7839,1278.9973,937.3138,2377.2116
11280,20180102,2,38058.1304,2308.2226,672.0909,808.0122,1270.9976,1362.8135,1515.8943,2087.1984,1615.6609,1412.8052,1271.1642,1404.1669,1047.772,759.322,1550.9787,2194.3807,589.2599,788.6056,1238.1786,1401.9261,1531.74,1641.532,1404.0652,1174.5889,1094.3301,1333.3572,1279.8978,948.0452,2351.12
11704,20180102,3,38002.3247,2321.0208,675.8175,809.216,1286.2949,1348.0048,1526.1659,2089.6825,1636.2186,1415.2485,1245.3294,1368.7362,1050.8537,758.8501,1572.0725,2178.3037,584.9428,751.0569,1235.315,1401.4359,1543.885,1638.3508,1409.0204,1196.0999,1098.0298,1322.9366,1274.1634,945.3637,2319.9094
12128,20180102,4,38683.2679,2328.7155,678.058,820.8307,1293.9249,1404.8367,1558.123,2098.716,1679.6431,1445.9856,1263.172,1455.9314,1077.825,773.6634,1625.5319,2223.6686,597.1249,751.5212,1312.4071,1467.8711,1565.1665,1645.5343,1434.133,1214.6579,1110.7741,1342.8268,1262.5749,926.5889,2323.4618
12552,20180102,5,41036.355,2494.5875,726.3553,865.5351,1369.3272,1448.2029,1575.5758,2211.4797,1755.7973,1586.1057,1398.4461,1573.3215,1147.7926,846.9272,1677.4069,2364.0228,634.814,828.6899,1409.8387,1559.8258,1624.2112,1699.3872,1442.5006,1364.5635,1207.9059,1434.0811,1352.3117,941.829,2495.512
12976,20180102,6,42380.7645,2453.5273,714.4002,932.2132,1413.6965,1538.1764,1701.0497,2200.6717,1775.4385,1725.8101,1502.8051,1701.0766,1253.6261,856.7757,1577.3498,2432.5524,653.2166,925.5371,1540.1149,1664.7392,1701.2308,1805.676,1455.0686,1435.7826,1269.4196,1413.6954,1358.3688,920.7059,2458.0392
13400,20180102,7,43693.9829,2489.139,724.7688,933.3124,1512.6415,1591.8418,1811.2118,2296.8669,1881.6569,1861.1406,1683.7124,1758.2773,1340.1473,896.3868,1514.9946,2460.4743,660.7145,846.2176,1631.7429,1815.2551,1866.7936,1827.5126,1507.3259,1402.3666,1287.7158,1450.3772,1389.2719,901.167,2350.9477
13824,20180102,8,43073.0997,2567.8117,747.6762,913.855,1464.4661,1672.151,1842.302,2229.1053,1789.4586,1910.3969,1648.8258,1705.5957,1223.6736,824.7489,1580.7196,2491.881,669.1479,846.7437,1501.1599,1701.647,1822.977,1721.2763,1468.8922,1426.4178,1247.8519,1483.0272,1334.8215,957.3264,2279.1392
14248,20180102,9,42376.2101,2471.3495,719.5893,946.5503,1525.1538,1603.7957,1810.8967,2134.8364,1781.7372,1850.0675,1562.711,1649.5359,1306.5642,962.8363,1413.8069,2600.409,698.2912,800.969,1440.2664,1600.861,1805.627,1639.6244,1503.034,1433.7429,1227.0367,1396.7072,1275.2609,934.8509,2280.0998
14672,20180102,10,44041.2952,3050.01,888.0793,961.4469,1562.4463,1640.1299,1800.3075,2203.6606,1804.3175,1870.3848,1595.3462,1600.4995,1347.3868,908.2708,1550.8595,2742.8439,736.5399,817.8193,1481.8246,1641.58,1816.1991,1729.5291,1506.6456,1424.0491,1293.1043,1473.7766,1229.6065,937.5488,2427.0788
15096,20180102,11,43843.3441,2704.4342,787.4568,968.0169,1559.7045,1777.4814,1679.3547,2106.9857,1831.1825,1864.0634,1651.436,1603.5151,1305.7939,877.7072,1434.2506,2702.7068,725.7616,845.4989,1571.822,1838.2802,1820.9618,1777.5997,1493.3902,1490.4651,1273.4108,1549.5006,1209.6807,915.3982,2477.4828
15520,20180102,12,44007.5752,2645.1533,770.1958,1000.6924,1617.6649,1749.0705,1666.7179,2130.4278,1740.8246,1849.985,1669.1083,1712.7757,1300.9178,959.8179,1512.4162,2612.6039,701.566,875.3711,1666.7217,1804.7616,1871.7252,1877.9945,1469.2935,1525.5889,1265.3144,1445.1259,1163.2798,912.7773,2489.6821
15944,20180102,13,43647.7644,2455.1412,714.8694,966.6076,1620.5282,1787.5783,1742.0398,2126.7251,1720.647,1849.7744,1697.5484,1794.7911,1203.3914,907.3473,1423.2256,2667.3707,716.2725,919.8952,1631.7009,1812.4472,1900.2712,1785.7326,1497.8734,1474.2016,1268.7006,1497.2074,1186.8521,945.9239,2333.0969
16368,20180102,14,43664.9039,2810.3763,818.3041,1041.2871,1709.323,1728.239,1725.3269,2109.6012,1691.1587,1833.6629,1609.0115,1620.9868,1274.7171,886.3155,1458.3854,2728.2234,732.6136,908.1767,1558.674,1748.297,1787.7232,1744.5682,1485.5684,1388.135,1223.5571,1492.6033,1236.6105,989.7174,2323.7411
16792,20180102,15,42691.631,2511.7002,731.3381,944.2878,1499.7233,1674.6493,1765.837,2036.4763,1774.0783,1824.0662,1618.3596,1574.6446,1139.996,892.8268,1567.0931,2790.7911,749.415,794.1603,1449.5758,1752.5625,1879.8872,1717.4266,1466.7708,1435.9865,1179.3419,1497.4861,1207.8249,876.1489,2339.1799
17216,20180102,16,41871.3797,2419.6228,704.5277,910.3306,1478.7107,1707.7231,1749.1133,1987.6401,1779.3523,1920.885,1615.2982,1725.2965,1224.9174,857.4376,1464.2801,2463.716,661.5849,778.7403,1451.4016,1702.308,1765.9348,1727.2242,1481.5771,1400.9235,1176.5113,1410.0901,1331.5981,801.7206,2172.9095
17640,20180102,17,41988.5913,2324.9915,676.9738,860.3636,1426.5363,1723.5644,1813.7041,2084.6013,1768.8331,1889.9334,1680.7701,1781.5628,1253.6334,819.7816,1435.7685,2353.6265,632.0225,727.769,1490.3394,1775.5062,1736.6391,1792.2201,1459.3658,1352.1956,1205.7295,1433.3251,1274.6129,907.3991,2306.826
18064,20180102,18,40538.9805,2334.5732,679.7637,872.7418,1313.1923,1649.9964,1640.0959,2073.1831,1651.853,1696.0484,1420.8808,1642.6662,1130.7558,840.805,1428.7357,2357.755,633.1311,722.9488,1521.7779,1711.2693,1656.7826,1742.3133,1508.9098,1269.7856,1159.9176,1456.4342,1248.2153,917.3664,2257.0798
18488,20180102,19,40218.906,2214.9295,644.9263,901.5479,1291.6816,1545.0234,1730.1812,1977.0151,1617.8951,1656.3966,1442.3931,1569.1479,1116.0077,792.0801,1557.9049,2301.3269,617.9785,790.1899,1470.2698,1667.1049,1688.3464,1623.2157,1443.9222,1305.9064,1181.9316,1510.0944,1317.7166,940.9899,2302.777
18912,20180102,20,38421.1456,2179.2676,634.543,813.7749,1216.1856,1404.4905,1578.9074,1859.2573,1615.0965,1444.8342,1460.1444,1488.5771,1107.0332,753.8214,1506.5732,2265.4361,608.3404,733.4476,1361.5987,1534.2611,1572.4463,1603.8457,1397.9387,1192.6056,1117.965,1440.6471,1249.5844,916.0177,2364.5046
19336,20180102,21,37910.7255,2146.1854,624.9105,772.3313,1163.6865,1499.2364,1519.8755,1895.0217,1561.7032,1491.654,1299.3949,1515.8855,1134.2688,725.4568,1497.2098,2076.2682,557.5432,730.8259,1315.3824,1562.0999,1553.1388,1676.9958,1345.7564,1190.9781,1148.6404,1415.9542,1268.1512,910.9679,2311.2015
19760,20180102,22,38351.242,2133.3683,621.1782,772.6333,1219.5219,1511.0797,1569.9886,1885.8134,1551.0049,1446.9036,1348.4356,1429.7961,1136.1773,706.0154,1594.923,2202.1814,591.3547,749.4105,1413.9403,1587.5658,1592.3655,1685.4558,1326.652,1194.8982,1203.8782,1415.5146,1276.9663,933.5128,2250.7043
20184,20180102,23,38474.75,2326.5238,677.4199,838.0195,1251.3409,1324.1197,1581.8543,2062.8722,1680.6579,1393.9763,1324.4312,1390.0944,1038.1791,817.0469,1613.3548,2280.755,612.4541,755.0343,1290.2026,1325.4042,1541.7083,1653.875,1392.0737,1163.6587,1128.3165,1323.462,1287.4898,999.6129,2400.8123
20608,20180103,0,38636.1551,2302.1835,670.3324,865.2618,1263.4674,1366.5606,1556.1241,2055.245,1677.301,1379.0533,1308.4137,1395.3696,1038.1994,842.0468,1568.9438,2334.4238,626.866,752.4993,1281.1786,1353.6795,1583.8767,1668.733,1422.2969,1182.8866,1131.3965,1333.9384,1270.7188,1009.7155,2395.4427
21032,20180103,1,39118.8943,2341.7829,681.8628,849.3343,1300.8584,1361.5556,1557.9575,2062.98,1722.7067,1374.3243,1338.2762,1400.1558,1103.7906,832.0448,1578.3637,2346.9083,630.2183,790.9317,1310.9307,1393.0541,1585.0346,1684.7741,1424.526,1207.127,1161.6694,1360.1037,1280.3268,995.3669,2441.9288
21456,20180103,2,39355.8089,2309.9511,672.5941,850.4082,1304.1119,1377.054,1566.2115,2078.2671,1726.8012,1458.8075,1331.138,1422.2233,1077.0356,848.8022,1622.018,2325.7304,624.5315,792.9649,1283.9574,1445.1429,1586.0039,1708.9287,1425.5836,1221.4102,1144.2504,1348.4231,1291.0162,1019.3061,2493.1335
21880,20180103,3,39494.0368,2352.1113,684.8698,837.7153,1318.7074,1422.5789,1602.7822,2116.8382,1698.3855,1427.0335,1333.6009,1421.5585,1107.1766,861.6568,1628.1404,2329.5092,625.5463,789.2935,1310.7907,1427.7905,1602.1684,1685.9928,1446.3101,1212.4937,1151.6172,1353.3701,1283.5727,1007.6748,2454.7496
22304,20180103,4,40274.502,2393.1584,696.8222,864.7465,1329.7452,1441.7926,1652.4896,2125.703,1727.4461,1470.0214,1371.684,1451.1521,1127.4948,877.7736,1627.0195,2347.2725,630.316,794.8871,1361.8288,1497.9137,1627.8575,1739.2989,1460.7018,1276.7069,1177.3487,1364.301,1301.523,1004.1279,2533.3672
22728,20180103,5,42167.3351,2425.6305,706.2768,902.4865,1415.454,1518.5199,1728.8998,2155.4187,1807.2883,1588.9728,1484.5533,1579.5895,1318.2902,898.1246,1668.6013,2435.83,654.0966,821.9517,1454.2749,1588.1069,1707.1006,1824.4478,1500.0731,1408.2092,1296.4975,1439.2021,1355.9197,991.6338,2491.8859
23152,20180103,6,43031.7928,2394.2854,697.1506,958.985,1477.3577,1542.522,1685.1872,2153.2282,1913.9504,1674.8036,1660.0344,1590.6392,1281.8967,922.1516,1660.6168,2421.3244,650.2015,830.3296,1516.2765,1668.7574,1781.6699,1857.2722,1538.7289,1495.1278,1372.1832,1470.3066,1347.2386,980.9066,2488.6595
23576,20180103,7,43792.1283,2476.8688,721.1963,931.9324,1433.7259,1619.2106,1828.0447,2198.4079,1925.8168,1903.3335,1780.6696,1690.7599,1377.3743,891.3513,1479.2038,2449.7803,657.843,821.6969,1580.0297,1751.6264,1832.8522,1807.5786,1605.5069,1481.1163,1336.4141,1386.4861,1403.8874,1004.369,2415.0459
24000,20180103,8,44988.6952,2886.922,840.5921,941.5481,1415.0715,1703.8165,1937.5984,2293.0814,1929.3115,1860.9596,1764.9304,1790.4662,1383.1314,916.5183,1563.3401,2781.11,746.8152,822.171,1580.626,1724.7828,1760.7158,1856.8875,1531.2644,1551.7653,1340.5603,1374.1214,1327.8098,1035.6005,2327.1815
24424,20180103,9,44705.5447,2738.0391,797.2418,935.9374,1587.5935,1776.4473,1852.3129,2209.5371,1806.7809,1794.1204,1769.015,1757.0084,1365.9042,963.9995,1617.1097,2890.2288,776.1167,827.7519,1642.3795,1688.588,1832.5963,1824.1267,1420.2914,1499.6706,1284.9945,1418.8507,1237.8927,1030.7202,2360.2865
24848,20180103,10,44658.6869,2583.3658,752.2053,994.7279,1652.2722,1828.7369,1847.6483,2209.584,1833.6642,1794.8754,1811.2609,1669.193,1369.9115,940.6761,1623.5888,2597.3161,697.4609,807.8115,1687.7825,1791.8626,1842.6776,1917.8162,1441.5085,1537.0057,1299.6242,1457.0691,1302.1384,973.6443,2393.262
25272,20180103,11,44541.0533,2533.933,737.8116,1022.1253,1674.2196,1862.4412,1858.4443,2113.8135,1836.4827,1761.181,1762.4499,1811.4938,1413.4187,905.7767,1357.9434,2442.9982,656.0216,860.0728,1745.8611,1844.9916,1924.3403,1936.0496,1517.0117,1610.408,1280.1384,1493.6022,1239.9804,1000.6464,2337.3905
25696,20180103,12,45291.5949,2725.8818,793.7019,984.0626,1638.4993,1809.2045,1879.8804,2144.4533,1818.7878,1883.3834,1618.395,1836.9809,1362.8233,947.8949,1413.467,2687.1128,721.574,983.9073,1791.6412,1814.147,1833.6453,1988.4376,1498.3813,1630.0336,1326.7404,1479.0213,1232.8846,1001.6167,2445.0347
26120,20180103,13,45157.9724,2943.9083,857.1855,1010.5057,1764.2741,1865.3025,1813.0393,2153.4537,1794.5321,1902.6011,1618.4039,1742.0932,1239.0989,868.2025,1429.8113,2632.8335,706.9986,972.804,1738.1733,1798.8373,1823.3746,1999.8127,1533.3264,1600.0269,1268.9269,1463.3726,1310.3717,937.4445,2369.2618
26544,20180103,14,42946.651,2465.0363,717.7508,941.0717,1654.5818,1806.9207,1749.4475,1998.6806,1650.1828,1960.2715,1640.4362,1694.1958,1312.5788,912.6071,1409.8509,2392.5529,642.4754,937.3669,1666.727,1723.1135,1827.1221,1931.392,1438.5782,1477.1518,1180.7766,1423.5761,1321.3806,959.7425,2111.079
26968,20180103,15,42704.5613,2471.5258,719.6402,951.1816,1515.2124,1713.0097,1752.2409,2042.6795,1727.3478,2012.9201,1740.9129,1720.9118,1267.7191,901.2297,1446.6132,2353.8648,632.0865,845.6029,1493.767,1626.329,1770.6627,1874.956,1498.1911,1433.0359,1235.4111,1397.1671,1400.8017,974.4495,2185.0924
27392,20180103,16,42074.7198,2734.3678,796.1727,859.1893,1515.5742,1662.1938,1707.7913,2001.6493,1693.1771,1947.9151,1732.6428,1785.1803,1369.1936,910.4496,1479.5539,2000.5909,537.2214,804.4177,1453.1272,1641.7218,1777.2608,1906.1277,1319.6756,1319.664,1238.1487,1444.2193,1264.6496,961.5327,2211.3142
27816,20180103,17,41326.2946,2498.1833,727.4021,821.2621,1429.9437,1649.723,1696.9606,2102.2361,1786.3512,1900.2666,1633.394,1614.3151,1259.9448,844.3145,1504.0976,2033.8024,546.1399,786.531,1455.162,1609.2126,1706.5557,1846.1786,1530.0105,1322.2672,1264.1982,1376.9558,1251.0428,962.0143,2167.8264
28240,20180103,18,40284.3267,2430.4744,707.687,821.1953,1344.7319,1533.2482,1589.4905,1956.4086,1722.7119,1820.9568,1452.6422,1536.9982,1175.0285,777.5114,1516.3149,2041.7035,548.2614,811.6715,1467.2118,1638.2328,1686.4797,1766.5745,1407.7742,1312.2273,1342.2898,1421.3226,1297.0224,976.6876,2181.4629
28664,20180103,19,39133.8368,2255.7018,656.7982,770.6021,1333.4436,1520.7339,1545.0139,1919.4553,1559.927,1603.1414,1370.7154,1562.2694,1132.0619,766.7868,1493.1275,2005.3405,538.4967,804.2867,1440.433,1561.4298,1666.8238,1696.6636,1428.3819,1318.3417,1286.1261,1457.679,1328.6703,935.0999,2176.2791
29088,20180103,20,38542.8731,2206.3356,642.424,733.5963,1243.3656,1532.0735,1589.9162,1880.8785,1604.4341,1565.6462,1283.2184,1435.2401,1113.7095,777.3984,1558.007,2108.5018,566.199,799.7391,1316.5485,1573.6436,1580.2024,1626.8988,1440.1028,1266.5622,1217.2726,1417.6655,1292.4691,935.4827,2235.3414
29512,20180103,21,38084.8237,2150.3199,626.1141,693.3116,1163.0232,1484.1104,1513.1511,1888.0574,1676.1809,1602.0896,1276.0316,1440.7555,1098.7748,771.2525,1599.1304,2160.2339,580.0909,767.72,1302.5309,1464.0517,1505.3287,1629.1579,1372.8258,1196.5456,1268.5373,1410.0522,1274.1696,946.5568,2224.7195
29936,20180103,22,38318.7279,2390.531,696.057,746.4745,1223.1269,1397.7192,1534.6828,1870.8925,1574.0633,1508.4221,1226.6212,1455.5575,1047.2397,792.1849,1546.9758,2108.1395,566.1017,817.4107,1365.8642,1546.5578,1526.6377,1672.6047,1370.4786,1248.2622,1210.5437,1412.9043,1302.0777,953.0752,2207.521
30360,20180103,23,38031.9097,2374.6731,691.4397,781.6488,1183.7825,1376.4205,1522.781,2094.2412,1678.6256,1422.9766,1246.3479,1482.4195,1099.4343,799.5899,1553.2852,2133.5546,572.9261,752.6064,1219.6621,1328.5651,1502.6502,1697.0167,1386.4793,1209.3349,1076.4298,1392.9098,1308.0802,929.8085,2214.2212
30784,20180104,0,38029.5147,2447.4404,712.6276,814.9544,1197.7031,1363.2546,1495.8085,2117.9199,1686.4182,1413.9317,1244.6366,1397.0032,1063.5962,796.8143,1520.9136,2095.1359,562.61,738.2634,1264.8379,1334.0286,1510.9974,1714.5735,1405.9363,1225.0125,1103.6897,1367.0634,1317.3559,938.0301,2178.959
31208,20180104,1,38899.002,2570.4485,748.444,807.533,1190.9364,1409.7735,1522.306,2204.5177,1714.963,1425.6402,1294.5718,1398.9817,1091.4918,814.4723,1544.0899,2253.9669,605.2607,759.187,1271.3751,1333.733,1514.6442,1729.4083,1418.9496,1253.4577,1138.4845,1391.4869,1327.2809,953.9756,2209.6212
31632,20180104,2,39457.0961,2599.856,757.0066,805.1968,1234.0975,1421.2157,1562.4714,2224.8477,1692.08,1436.6529,1313.0688,1452.0815,1071.4295,841.7832,1613.2018,2261.2108,607.2059,751.5615,1264.9415,1378.3827,1550.3123,1737.6323,1430.2589,1257.3727,1148.185,1416.2378,1337.2005,982.8569,2308.7461
