,기준일ID,시간대구분,총생활인구수,남자0세부터9세생활인구수,남자10세부터14세생활인구수,남자15세부터19세생활인구수,남자20세부터24세생활인구수,남자25세부터29세생활인구수,남자30세부터34세생활인구수,남자35세부터39세생활인구수,남자40세부터44세생활인구수,남자45세부터49세생활인구수,남자50세부터54세생활인구수,남자55세부터59세생활인구수,남자60세부터64세생활인구수,남자65세부터69세생활인구수,남자70세이상생활인구수,여자0세부터9세생활인구수,여자10세부터14세생활인구수,여자15세부터19세생활인구수,여자20세부터24세생활인구수,여자25세부터29세생활인구수,여자30세부터34세생활인구수,여자35세부터39세생활인구수,여자40세부터44세생활인구수,여자45세부터49세생활인구수,여자50세부터54세생활인구수,여자55세부터59세생활인구수,여자60세부터64세생활인구수,여자65세부터69세생활인구수,여자70세이상생활인구수
99472,20180110,18,42314.0468,2855.2014,831.356,783.1303,1302.8934,1557.8106,1699.9798,1988.4169,1749.3394,1883.2317,1513.9184,1603.9569,1110.5473,920.6118,1610.3253,2510.0908,674.0381,767.5147,1435.9175,1620.4089,1659.3835,1864.8058,1613.1656,1384.2421,1292.8455,1473.0225,1252.5702,977.1404,2378.1837
99896,20180110,19,41595.0715,2730.645,795.0887,778.5671,1296.2268,1607.2379,1604.5179,1997.578,1672.3362,1784.4778,1486.2392,1544.7093,1037.8673,853.8563,1644.7726,2432.7882,653.2797,807.5476,1359.8315,1622.5315,1667.0341,1817.7248,1474.4491,1366.8064,1350.1559,1480.2569,1285.9749,1018.6491,2423.9209
100320,20180110,20,40260.5347,2685.6447,781.9858,719.5248,1237.743,1645.043,1621.1786,2035.1217,1641.6226,1637.7566,1315.9826,1536.6663,1092.4912,818.9636,1512.5548,2408.4398,646.7417,790.5348,1315.1861,1476.8598,1635.565,1695.3149,1475.793,1283.5635,1285.2836,1396.9034,1222.9195,1027.0041,2318.1439
100744,20180110,21,39252.4092,2639.9182,768.6714,707.5364,1249.1291,1602.6067,1620.972,1969.3351,1642.1725,1552.3484,1352.0431,1451.3779,1095.1937,771.2979,1470.4036,2383.7995,640.1247,774.6881,1279.5155,1381.5476,1553.9346,1717.6526,1399.6112,1203.8992,1255.1206,1399.5689,1204.3994,950.2976,2215.2437
101168,20180110,22,40065.7976,2694.2866,784.5025,704.1028,1354.2005,1586.6135,1605.1817,1953.1769,1619.5095,1569.6604,1351.7681,1474.5543,1049.7449,791.1975,1504.3231,2414.1244,648.2681,824.3751,1404.6305,1521.0001,1587.6221,1741.311,1372.9855,1317.3308,1302.2754,1428.2717,1284.2545,1019.1572,2157.368
101592,20180110,23,39580.5451,2581.946,751.7918,808.8029,1319.3354,1510.0253,1586.3505,2044.7499,1683.8442,1534.973,1368.4181,1446.2846,1077.1213,823.6775,1535.6978,2383.4973,640.0435,754.5578,1263.3746,1378.734,1581.0918,1716.0769,1432.0218,1226.6002,1128.1565,1403.5057,1299.6489,954.1297,2346.0883
102016,20180111,0,39555.494,2625.3075,764.4175,786.8491,1261.7415,1502.3244,1596.7876,2043.6638,1721.5951,1549.8395,1333.5422,1382.9051,1094.9912,851.9717,1529.7485,2382.9862,639.9065,762.8768,1268.1125,1381.8964,1603.3944,1704.7025,1454.2304,1213.5011,1104.5744,1411.3706,1317.1908,957.024,2308.0413
102440,20180111,1,39897.4169,2677.6528,779.6592,806.5287,1330.1814,1533.923,1571.8841,2047.0194,1721.0419,1507.6341,1317.9046,1350.1455,1085.5143,834.649,1555.3151,2439.1673,654.9929,767.796,1279.7787,1377.2135,1609.3269,1725.7701,1433.8409,1225.8017,1142.6738,1425.7164,1326.6303,973.4714,2396.1845
102864,20180111,2,40299.169,2718.3641,791.5129,806.2052,1334.595,1554.7123,1606.9721,2042.7877,1780.3906,1517.7534,1357.7467,1333.8782,1087.7269,843.4305,1588.261,2465.1037,661.9575,774.1273,1327.1221,1416.7708,1615.9918,1758.4814,1440.179,1221.6304,1144.4136,1432.2801,1313.7202,973.2936,2389.7619
103288,20180111,3,40490.1493,2699.2285,785.9411,787.1562,1342.6465,1542.8431,1620.6061,2067.2827,1782.0115,1540.998,1389.2427,1351.6535,1112.2823,835.2982,1600.0457,2493.9236,669.6965,776.0341,1316.8278,1384.1198,1608.2302,1753.1968,1429.5009,1261.872,1145.8512,1433.7558,1321.2098,980.8698,2457.8223
103712,20180111,4,41048.6821,2723.4063,792.981,793.8132,1377.7388,1525.678,1617.4822,2077.2737,1825.5888,1610.8468,1344.4103,1436.325,1147.9627,909.2833,1653.051,2491.4633,669.0363,779.5469,1360.3228,1445.1443,1624.072,1762.2368,1440.5576,1288.7443,1162.8074,1451.2084,1332.4948,965.5659,2439.6392
104136,20180111,5,42943.3969,2902.6869,845.1827,848.8442,1405.7517,1557.0478,1669.49,2168.281,1903.1883,1672.8119,1472.0463,1497.0617,1270.4205,925.1822,1679.2642,2583.6853,693.8003,812.7642,1488.3493,1541.8753,1663.1312,1874.4853,1487.9102,1435.1917,1273.7387,1439.7435,1384.9616,965.4239,2481.0759
104560,20180111,6,43475.1196,2843.1298,827.8412,868.7853,1410.0636,1623.7464,1681.2764,2241.0884,1975.3756,1737.6096,1571.2074,1656.4918,1292.2952,861.8311,1597.2088,2559.3033,687.2528,850.3661,1506.1702,1598.8844,1708.0067,1862.782,1494.7642,1446.0916,1315.3645,1485.1598,1354.912,953.6792,2464.4308
104984,20180111,7,44436.6676,2832.3073,824.6902,840.4577,1395.2162,1757.0783,1828.4813,2383.4566,1970.2359,1922.0109,1701.4758,1680.2624,1310.5227,907.0576,1625.5351,2528.3874,678.9515,852.507,1591.5671,1761.1775,1808.7263,1855.0735,1578.2574,1407.5011,1243.6724,1412.6327,1291.8632,874.1345,2573.433
105408,20180111,8,44112.5355,2718.4437,791.5359,856.1927,1425.3083,1788.9144,1880.7958,2361.2648,2070.6263,1987.3152,1700.9647,1666.3783,1234.5613,839.3623,1580.4812,2418.2514,649.3764,768.8361,1536.9894,1740.9175,1883.8168,1907.1142,1596.629,1464.1907,1230.6492,1446.6063,1231.6073,889.8394,2445.5719
105832,20180111,9,44047.3608,2795.9387,814.1005,827.1957,1460.6546,1801.3055,1861.3007,2377.7965,2013.7965,1943.5177,1669.3918,1708.7388,1320.6424,905.8151,1713.3393,2503.2153,672.1918,760.1055,1519.1971,1635.8644,1829.2373,1772.834,1574.263,1516.8467,1193.927,1418.6703,1271.7671,791.9354,2373.7642
106256,20180111,10,44110.6694,2762.4274,804.343,867.9485,1430.309,1731.5382,1829.6182,2291.6253,1996.6302,1962.9296,1669.9639,1665.5105,1264.8407,906.1647,1661.8333,2575.2781,691.5426,780.4096,1561.2804,1623.0363,1821.0463,1804.5836,1536.5145,1548.311,1245.1234,1472.2149,1284.4674,900.5134,2420.6633
106680,20180111,11,41753.9198,2500.9416,728.2056,819.5389,1363.6275,1778.2743,1807.5818,2069.9194,1930.3183,1960.581,1526.9534,1691.7805,1252.7505,939.2496,1553.6931,2222.4248,596.7907,710.5949,1523.0285,1589.1016,1715.5636,1667.418,1463.1536,1439.581,1224.9042,1389.1901,1248.3688,861.3573,2179.0268
107104,20180111,12,41570.0625,2475.9768,720.9364,841.1679,1406.81,1770.95,1766.7459,2127.6052,1845.514,1916.3786,1613.9092,1679.1797,1233.1467,920.504,1588.2149,2319.7906,622.9363,752.3745,1572.7511,1641.3847,1635.5031,1641.4154,1435.6963,1415.0976,1166.9322,1319.1014,1072.8827,866.7143,2200.4447
107528,20180111,13,42809.0507,2780.8259,809.7001,914.2964,1371.5774,1814.0144,1795.3306,2152.6143,1902.3171,1949.8019,1633.7569,1797.7597,1296.3246,889.6464,1649.912,2330.7443,625.878,759.9858,1654.8721,1700.1736,1733.7388,1701.6178,1543.1857,1407.1161,1182.1426,1359.8176,1208.9823,828.7056,2014.2113
107952,20180111,14,45285.1452,3335.0101,971.0628,966.4829,1468.2289,1856.1932,1813.057,2151.3814,1874.4881,2049.0973,1746.7684,1838.7159,1276.5634,891.7299,1598.9143,2904.8235,780.0363,767.169,1719.8675,1805.4424,1788.7441,1686.6911,1429.6165,1461.4969,1268.1985,1452.7109,1219.1164,897.3166,2266.2202
108376,20180111,15,45704.5175,3339.7417,972.4413,990.9007,1439.5426,1792.0429,1790.8423,2299.3048,1811.2342,2007.8791,1698.2313,1732.8923,1334.7611,907.8288,1727.1745,3241.215,870.3676,760.0287,1673.4387,1829.7595,1744.9106,1700.8933,1473.4819,1439.1385,1248.4335,1489.0331,1235.0865,866.7892,2287.1246
108800,20180111,16,44878.7502,3370.2131,981.3138,896.4904,1428.5253,1755.4318,1758.9132,2248.0898,1877.7726,2038.3454,1706.8403,1660.0654,1358.6437,923.4808,1745.6273,2996.6491,804.6944,756.0472,1544.9307,1751.2124,1709.1982,1673.3674,1535.6776,1472.2662,1193.227,1363.2674,1257.1389,867.7246,2203.5983
109224,20180111,17,43546.7671,2908.5238,846.8823,867.3888,1419.4721,1733.8815,1767.364,2158.6464,1872.4985,1965.19,1672.4064,1687.0977,1203.4428,920.7144,1619.1545,2733.4996,734.0307,743.9194,1490.6908,1662.2848,1769.8593,1648.1527,1532.7336,1473.0049,1215.5861,1303.5065,1340.3337,922.787,2333.7179
109648,20180111,18,41653.8413,2815.2183,819.7141,843.1989,1393.3386,1547.3303,1739.3787,2104.2127,1776.2836,1908.5511,1661.887,1651.6387,1098.4465,872.7574,1534.7511,2367.0933,635.6387,758.1917,1411.4215,1690.8751,1599.1256,1646.1541,1444.6362,1373.5324,1247.3315,1339.1782,1211.4772,934.5447,2227.9325
110072,20180111,19,40696.9882,2656.8618,773.605,878.3697,1341.9912,1550.1062,1614.661,1970.7033,1765.9388,1794.1766,1491.8132,1584.32,1107.9942,838.6419,1510.2559,2487.5099,667.9747,717.1677,1344.9738,1533.205,1635.4166,1623.4045,1448.566,1404.5564,1208.3923,1398.2096,1292.4475,859.4432,2196.2793
110496,20180111,20,40618.6674,2714.0893,790.268,817.7763,1309.8343,1469.5068,1609.8131,1910.968,1787.3765,1764.6137,1466.7687,1479.9162,1118.6181,870.1733,1575.1999,2537.0626,681.281,797.6302,1421.283,1544.7463,1529.377,1558.7006,1482.6906,1350.4786,1241.0713,1435.3932,1252.7688,885.7837,2215.4752
110920,20180111,21,41119.9572,2649.7038,771.5208,802.0027,1364.0249,1488.8917,1606.8543,1957.1255,1762.5054,1763.3642,1515.3683,1505.4753,1129.2998,874.064,1596.9614,2513.4172,674.9311,833.7529,1429.3496,1673.7237,1566.6993,1663.3425,1474.0071,1354.5708,1268.0788,1461.5835,1277.3047,963.1094,2178.9237
111344,20180111,22,40571.4103,2662.4804,775.2412,795.8298,1334.3017,1475.8877,1624.5302,1982.9226,1700.3411,1565.5881,1408.8786,1439.8739,1112.9257,859.338,1662.0234,2507.374,673.3086,801.8086,1407.1781,1647.0048,1596.1953,1675.8208,1433.8102,1306.5814,1266.4122,1401.8809,1316.7198,973.5671,2163.5849
111768,20180111,23,40633.2775,2486.5404,724.0122,896.0986,1320.0245,1459.2754,1599.4179,2171.966,1744.7383,1661.4941,1455.2132,1468.5161,1144.6853,861.6949,1592.782,2375.7861,637.9733,801.2551,1400.3765,1482.1606,1659.7784,1706.6173,1476.1252,1293.6104,1239.1753,1419.2577,1366.7924,964.6718,2223.24
112192,20180112,0,39946.3152,2522.3728,734.4454,813.7554,1319.8202,1431.5162,1592.269,2110.3397,1775.6466,1582.7991,1360.0948,1424.7774,1141.4675,850.6191,1576.409,2334.5156,626.8904,776.505,1314.7056,1456.4503,1644.3001,1690.2655,1453.2993,1239.4373,1196.2969,1429.3585,1367.3765,967.5522,2213.0298
112616,20180112,1,39503.2548,2521.1193,734.0807,799.778,1277.4077,1415.2951,1552.9904,2106.5139,1714.1312,1510.3378,1325.6018,1443.1349,1061.7847,835.5345,1551.8527,2396.4204,643.5136,704.9207,1313.1078,1418.8955,1652.976,1687.0984,1476.1878,1257.5629,1194.2752,1415.0567,1339.3706,985.2599,2169.0438
113040,20180112,2,42392.9292,2740.7623,798.0347,862.6153,1362.0061,1451.9588,1615.2593,2245.9217,1861.3581,1660.2469,1483.718,1538.8449,1165.8543,852.7449,1685.7839,2544.1379,683.1811,802.1933,1337.5459,1481.851,1740.6365,1780.0746,1553.7951,1393.1039,1265.4955,1522.5749,1434.7745,1097.2591,2431.1966
113464,20180112,3,42716.9348,2782.5429,810.2002,876.5929,1383.1277,1469.2046,1638.7942,2255.3513,1867.4945,1688.3482,1480.9662,1600.4713,1199.1753,846.2572,1684.8481,2541.747,682.5386,803.9883,1325.7386,1522.6351,1754.7061,1815.0228,1557.3248,1387.2419,1274.1633,1557.6,1462.8882,1076.9898,2370.9748
113888,20180112,4,43263.7129,2764.4955,804.9449,862.874,1400.2131,1528.1897,1675.7399,2300.9253,1922.7339,1674.1315,1513.2288,1614.5088,1234.1136,865.1147,1700.1864,2533.9889,680.4551,833.1852,1345.2423,1546.898,1755.9056,1846.1189,1580.5592,1401.481,1289.552,1534.4168,1449.9065,1078.9535,2525.6459
114312,20180112,5,44357.0391,2751.6929,801.2171,882.6102,1429.2806,1552.8228,1702.7965,2369.4874,2007.8221,1789.2458,1538.0875,1653.3754,1324.5813,882.2461,1764.2463,2573.6445,691.1042,833.39,1406.9647,1602.5107,1773.8206,1876.8153,1675.9151,1459.0212,1346.8005,1564.63,1518.4786,1063.7392,2520.6939
114736,20180112,6,44338.5645,2752.6293,801.4902,913.7136,1407.3694,1648.9734,1731.5822,2351.0353,2002.5861,1822.3568,1580.5339,1624.0899,1340.897,840.7694,1770.7679,2494.8254,669.9388,826.731,1443.6432,1641.8682,1776.0806,1879.7866,1670.1748,1489.9533,1343.2042,1566.6572,1457.9969,1066.7538,2422.1556
115160,20180112,7,44711.5091,2692.2787,783.9173,891.5582,1426.8434,1760.0406,1815.7174,2424.3765,1976.1001,1986.1557,1711.5249,1685.3083,1289.4666,849.2439,1631.9832,2468.069,662.7542,879.4221,1564.7991,1699.3249,1899.3683,1843.316,1693.4586,1494.5833,1339.009,1540.2087,1461.1882,958.4508,2283.0445
115584,20180112,8,43598.929,2496.9483,727.0428,826.1259,1435.0999,1713.5905,1802.5421,2304.8888,1942.4952,1916.6857,1761.9594,1753.8785,1308.4268,872.7621,1626.1168,2433.6041,653.4994,769.36,1485.3163,1699.5211,1801.9852,1824.0246,1637.6161,1484.9403,1243.634,1500.5396,1376.2243,960.7919,2239.3137
116008,20180112,9,43942.8888,2698.195,785.6403,878.0024,1504.0896,1783.2883,1894.2681,2262.4274,1917.2296,1999.346,1675.5947,1842.3368,1262.3591,926.4217,1691.2864,2440.6816,655.3994,739.6737,1488.2889,1649.7779,1779.8555,1749.8017,1549.412,1489.8818,1238.5029,1496.4857,1292.0783,897.3603,2355.2017
116432,20180112,10,44147.8216,2598.6418,756.653,866.3834,1541.4394,1762.6543,1918.0375,2180.7309,1886.7282,2023.6376,1800.454,1705.4931,1342.7013,946.3535,1667.6802,2584.9177,694.1311,742.8695,1492.811,1632.176,1761.9045,1734.0476,1582.6307,1474.8209,1239.9013,1499.1918,1311.4201,915.9564,2483.4543
116856,20180112,11,43438.5081,2491.1735,725.3613,890.7836,1534.9472,1690.6051,1905.8069,2154.7162,1929.0864,1948.0864,1719.4768,1749.6345,1290.6341,934.8058,1573.1478,2519.1683,676.4758,809.4,1502.2695,1662.7699,1764.9155,1736.6902,1558.501,1453.3135,1222.9408,1514.6488,1292.4508,879.4084,2307.2891
117280,20180112,12,43407.4788,2580.1093,751.257,907.7067,1535.4029,1721.3375,1916.6444,2208.0679,1836.7888,1900.1276,1691.1122,1670.7202,1316.779,931.8957,1681.0011,2439.8499,655.1763,863.3215,1532.2989,1658.5929,1658.807,1718.9691,1514.0826,1482.3178,1300.0839,1503.6182,1278.273,942.9869,2210.1473
117704,20180112,13,43391.2739,2625.5177,764.4786,905.9243,1533.5829,1746.5869,1905.6553,2124.1269,1819.7836,1941.1098,1715.7975,1679.6298,1222.1975,877.6433,1598.8897,2584.0823,693.907,828.081,1553.3226,1685.5992,1655.3258,1756.5665,1487.4072,1518.0198,1322.5463,1487.4587,1203.3943,986.489,2168.1481
118128,20180112,14,43665.2356,2603.1228,757.9577,963.6412,1491.3064,1701.8001,1887.9853,2153.6165,1964.0351,2060.7023,1786.1935,1859.6757,1300.6697,877.3398,1517.1918,2506.1818,672.9882,758.8522,1547.7687,1795.4572,1745.2122,1846.7235,1536.729,1493.9127,1313.0229,1338.3705,1205.9446,921.921,2056.9164
118552,20180112,15,43949.5167,2567.0591,747.4571,957.7071,1478.4651,1642.7016,1907.0026,2168.0423,1989.4337,2054.9696,1810.4155,1829.5395,1294.0934,853.3385,1722.8697,2465.8821,662.1668,745.7253,1594.5945,1693.0611,1857.9052,1776.8182,1481.1617,1470.4037,1280.2318,1496.9149,1250.5886,800.4731,2350.4911
118976,20180112,16,44148.0319,2670.1019,777.4605,908.6339,1472.5041,1688.0703,1851.9705,2095.6407,1894.7023,2078.9403,1843.0417,1846.215,1347.8038,862.2271,1865.9045,2488.6102,668.2702,776.0116,1627.687,1777.3512,1768.3254,1765.4478,1487.5851,1535.0983,1378.3536,1376.5263,1229.8244,900.1601,2165.5638
119400,20180112,17,42001.4355,2438.3679,709.9852,783.1583,1435.8482,1664.4939,1832.1779,2011.1423,1902.723,1916.5433,1675.9672,1749.7461,1258.9769,853.283,1797.0953,2484.4719,667.1584,689.3013,1447.0164,1657.7725,1714.6773,1651.6807,1465.2763,1391.6933,1267.7789,1328.7496,1147.5125,906.973,2151.86
119824,20180112,18,40420.9226,2394.2506,697.1401,804.3644,1365.0531,1486.0161,1695.7316,1956.1979,1831.4125,1873.1485,1535.252,1640.8581,1194.4887,784.5235,1671.7412,2583.3876,693.7206,693.2669,1301.0165,1572.1834,1590.5665,1648.9372,1402.0259,1304.5741,1257.4379,1346.6559,1135.9239,863.2395,2097.8076
120248,20180112,19,39695.6022,2438.4289,710.0035,770.8124,1333.3728,1532.0089,1636.8969,1909.4,1734.6991,1788.084,1427.8912,1651.8838,1169.3625,715.1419,1634.2374,2488.0677,668.124,751.4771,1386.1029,1465.7512,1559.5399,1615.1452,1354.1986,1317.0068,1217.3634,1382.1832,1090.2725,904.7549,2043.3882
120672,20180112,20,40899.6924,2638.1714,768.1629,745.5257,1355.665,1581.8325,1648.9845,2033.0836,1788.9921,1744.7424,1518.5873,1615.5969,1182.389,745.6695,1526.645,2529.1893,679.1662,778.7371,1489.5477,1622.8196,1662.5664,1794.2514,1415.5774,1294.187,1234.6051,1382.7105,1107.3905,868.6329,2146.2632
121096,20180112,21,39905.1664,2601.6573,757.5308,807.0857,1348.1692,1502.7526,1596.2191,1917.5203,1746.3488,1544.2943,1363.796,1536.1851,1113.811,759.7701,1534.7392,2557.3362,686.7247,749.7555,1385.509,1672.9712,1635.8341,1743.5188,1394.5076,1230.6726,1224.2749,1342.2007,1089.4311,968.9069,2093.641
121520,20180112,22,39175.8004,2611.9842,760.5381,752.1844,1279.9295,1452.8589,1532.8954,1950.7893,1725.5351,1548.4531,1347.9915,1494.0824,1137.9757,709.1141,1555.2057,2530.5074,679.5207,725.3171,1324.7198,1517.2626,1559.9092,1655.5959,1348.2758,1230.554,1165.0725,1373.6791,1160.2985,946.106,2099.4447
121944,20180112,23,38625.7519,2484.0746,723.2945,733.5904,1298.738,1358.8993,1430.5233,2003.2336,1711.3156,1526.0302,1346.4836,1429.7912,1066.1533,752.2372,1598.0696,2417.1794,649.0888,692.3199,1232.3372,1348.3924,1519.907,1691.658,1406.9607,1188.1974,1115.4884,1406.6097,1317.3118,958.6591,2219.2084
122368,20180113,0,38860.7056,2478.4879,721.6676,730.144,1286.6053,1340.7146,1507.8491,2001.5305,1737.6678,1480.3491,1330.6206,1410.1387,1021.6385,755.8245,1633.2226,2543.1409,682.913,712.8341,1273.8279,1359.9554,1527.536,1701.3956,1402.0714,1189.8478,1144.0122,1389.9922,1323.8929,943.7622,2229.0618
122792,20180113,1,39364.8035,2545.584,741.2039,777.3012,1308.9726,1354.0005,1556.4734,2083.1087,1729.4504,1494.4362,1297.5153,1407.3943,1014.4198,783.22,1648.844,2505.2133,672.7282,731.6371,1291.6541,1390.3485,1540.0837,1723.1673,1438.5446,1219.0632,1147.2146,1397.7338,1333.3744,957.7981,2274.3146
123216,20180113,2,39304.0543,2529.8785,736.631,750.0548,1324.5415,1361.8132,1605.6628,2097.1129,1701.0158,1521.8821,1292.7975,1413.0284,1053.4206,779.8885,1637.6939,2421.4761,650.2422,734.2383,1284.5114,1407.2295,1547.8246,1760.3425,1441.9856,1225.6284,1150.6259,1382.9601,1307.1593,965.0018,2219.409
123640,20180113,3,39275.8214,2554.7061,743.8602,767.6901,1337.746,1392.1851,1601.8391,2091.372,1716.7209,1479.7061,1264.9054,1374.8878,1047.7393,794.353,1614.1482,2392.9383,642.579,754.3775,1286.044,1420.3569,1528.0561,1747.1271,1427.1729,1232.1432,1166.4862,1385.1192,1318.6945,946.4909,2246.3756
124064,20180113,4,39993.1269,2593.8338,755.2534,789.4219,1316.9572,1397.7238,1647.2368,2116.5983,1737.8462,1502.9709,1341.0032,1417.9859,1088.9353,840.9808,1593.0796,2451.3994,658.278,773.5515,1358.9608,1472.4573,1571.3183,1777.5877,1424.7008,1289.5165,1243.6867,1425.2064,1298.5637,964.0586,2144.0117
124488,20180113,5,41091.8571,2545.1233,741.0699,803.0865,1350.089,1476.4122,1674.5648,2122.6553,1808.9064,1596.6576,1435.8896,1472.6272,1161.4621,875.761,1640.9562,2448.3674,657.4635,781.9944,1396.1932,1536.5115,1579.8966,1796.8913,1462.49,1367.5252,1307.3487,1466.8642,1390.7883,959.1633,2235.1002
124912,20180113,6,42539.5473,2590.047,754.1508,814.0925,1368.1353,1546.4892,1742.2305,2194.9007,1863.2503,1678.4718,1495.5339,1640.0419,1221.9829,828.451,1713.1749,2535.3654,680.8254,776.1486,1449.3513,1680.3295,1644.6242,1833.0857,1509.8036,1428.6629,1320.8144,1553.2473,1433.1308,953.2812,2289.9253
125336,20180113,7,42967.4109,2612.4365,760.6696,829.8294,1397.1562,1611.8017,1861.4357,2204.5073,1921.583,1804.1669,1522.3026,1671.1821,1115.1225,796.078,1661.519,2593.4105,696.412,816.033,1526.2105,1741.4927,1654.6456,1838.8101,1517.8347,1396.8045,1355.4578,1498.7991,1373.0947,934.4207,2254.1971
125760,20180113,8,42821.8545,2737.1405,796.9802,847.9816,1412.694,1633.5623,1752.7557,2220.6739,1792.2177,1698.5811,1460.9874,1617.596,1119.1321,866.5028,1664.3108,2523.6518,677.6798,839.8668,1541.8587,1746.0242,1669.3464,1892.71,1517.806,1448.4036,1317.3519,1473.8008,1286.8491,924.2697,2341.1195
126184,20180113,9,41356.7754,2488.0257,724.4446,763.8251,1327.9362,1533.7674,1759.6078,2046.2845,1724.4975,1743.7534,1529.2245,1435.759,1188.081,838.842,1609.6101,2435.3985,653.9807,799.0372,1511.7896,1735.4936,1669.8053,1806.8865,1496.3348,1385.7641,1254.6643,1383.5062,1288.9602,935.0015,2286.4952
126608,20180113,10,40618.7872,2491.0394,725.3223,811.8665,1300.8511,1538.5307,1742.6372,2005.8756,1743.5176,1695.9503,1358.5503,1410.5055,1201.8714,885.8872,1484.7456,2353.0295,631.8623,797.5102,1512.6072,1685.9743,1618.8047,1772.9038,1476.0577,1318.2851,1240.0573,1314.7385,1210.7832,983.1814,2305.8418
127032,20180113,11,41257.6826,2407.3965,700.9676,822.0347,1315.7724,1534.8803,1719.6862,1987.1814,1643.7188,1692.9336,1432.4385,1417.7826,1222.4449,865.3622,1575.3169,2352.7769,631.794,818.5471,1518.1368,1802.3537,1637.8799,1912.8719,1528.6698,1353.0386,1291.7652,1443.9569,1259.0224,941.2999,2427.651
127456,20180113,12,40829.6192,2396.2932,697.7346,884.6368,1380.6942,1536.1953,1688.9744,1957.5232,1677.4929,1719.1031,1432.8672,1398.1527,1221.7138,864.7941,1485.2004,2370.0157,636.4236,832.3898,1567.7169,1907.7924,1575.4247,1705.9987,1532.6138,1308.8843,1249.1236,1419.8782,1174.6811,885.3639,2321.9369
127880,20180113,13,40647.178,2451.6091,713.8413,950.9591,1405.7526,1498.3216,1664.4783,1880.2062,1677.3008,1630.0043,1463.3232,1527.8952,1240.8718,802.3742,1520.031,2250.948,604.4501,824.7257,1562.9328,1640.7888,1569.7654,1881.3611,1490.6713,1393.3722,1266.8245,1461.4967,1182.9371,916.7147,2173.2247
128304,20180113,14,40238.8103,2633.007,766.6595,945.7114,1399.8823,1554.7509,1602.7945,1748.1113,1716.7383,1698.1811,1480.9768,1423.7841,1189.7417,755.999,1461.5239,2129.2303,571.7653,779.2275,1513.806,1566.2419,1537.86,1822.5424,1518.3705,1462.9732,1153.8678,1442.3196,1223.0158,884.5558,2255.1707
128728,20180113,15,40735.5973,2706.3134,788.0043,921.2638,1343.9941,1529.519,1701.2351,1815.8429,1741.9813,1795.2508,1531.1506,1465.2392,1186.1827,747.1068,1583.996,2306.7948,619.4468,779.475,1480.6219,1567.2563,1526.9233,1733.1224,1530.6048,1417.4603,1265.2356,1433.4715,1215.0554,844.5711,2158.4838
129152,20180113,16,38905.3541,2661.3884,774.923,820.9637,1170.1298,1451.075,1656.6889,1721.5177,1715.8252,1644.3239,1449.3481,1411.8852,1048.8017,685.3543,1464.7217,2182.1103,585.9652,748.1355,1373.1766,1569.8735,1402.2017,1675.6375,1532.8502,1338.9388,1153.2707,1268.9467,1244.5618,923.866,2228.8767
129576,20180113,17,38477.9091,2582.2744,751.8872,818.9334,1228.0123,1352.9876,1636.2039,1742.3127,1586.0909,1533.3625,1284.9556,1365.7619,1113.5634,749.0647,1553.1577,2193.2138,588.9464,708.8253,1402.53,1502.3992,1357.8742,1643.3859,1502.0757,1391.2066,1116.2934,1292.9247,1197.7032,981.0073,2300.9577
130000,20180113,18,39914.9705,2737.0198,796.9449,872.3419,1215.4977,1373.5826,1596.5791,1801.3684,1617.3535,1565.6081,1330.3898,1407.2541,1115.8217,799.078,1552.4106,2486.0995,667.5958,825.3419,1420.3068,1511.7236,1436.5005,1667.7637,1594.1849,1423.9741,1121.5091,1388.2507,1311.8242,939.814,2338.8335
130424,20180113,19,40133.1479,2788.4798,811.9288,898.791,1201.138,1415.8997,1689.7082,1755.9179,1655.633,1551.8833,1293.3793,1340.6412,1129.7161,707.7215,1530.326,2618.4661,703.1403,821.9677,1420.8311,1484.4142,1416.6723,1747.7645,1551.8452,1437.391,1196.7822,1411.0663,1302.3054,970.9883,2278.3506
130848,20180113,20,38228.1144,2762.7347,804.4325,889.5669,1222.1426,1349.9211,1656.6475,1768.9783,1553.5587,1453.0007,1277.0042,1355.6632,1086.5703,742.67,1458.0871,2328.2757,625.215,695.0462,1255.5534,1409.0223,1434.4097,1669.9525,1406.4609,1305.0863,1127.0918,1333.8138,1255.4733,905.3982,2096.3382
131272,20180113,21,37533.0702,2693.3441,784.2279,790.1529,1191.2983,1345.4817,1647.3037,1766.666,1560.4045,1440.0788,1180.973,1350.7017,1087.3942,728.1656,1366.2291,2369.1817,636.1997,744.6011,1269.475,1390.9246,1474.9565,1605.1465,1380.4519,1233.1653,1066.4141,1354.9266,1205.6488,907.1519,1962.401
131696,20180113,22,38747.976,2760.3611,803.7409,795.7865,1240.7523,1397.7812,1582.3225,1794.8376,1547.5457,1486.025,1218.5683,1421.6342,1055.0065,779.9516,1438.5541,2543.9686,683.1351,801.5687,1347.7265,1508.1192,1521.55,1609.2941,1429.3108,1254.1237,1134.0349,1361.4948,1231.4134,950.3225,2049.0454
